block_ix,trial_ix,cue,cue_file,cue_mask,ftype,response,qtype,qid,question
-1,-18,giraffe,giraffe_3.wav,mask,visual,yes,visual-yes,3,Does it have long legs?
-1,-17,dog,dog_3.wav,nomask,nonvisual,yes,nonvisual-yes,3,Is it a pet?
-1,-16,camel,camel_3.wav,nomask,visual,yes,visual-yes,3,Does it have legs?
-1,-15,swan,swan_2.wav,mask,nonvisual,yes,nonvisual-yes,1,Is it graceful?
-1,-14,pig,pig_3.wav,mask,nonvisual,yes,nonvisual-yes,1,Is it an animal?
-1,-13,lion,lion_2.wav,mask,visual,yes,visual-yes,3,Does it have a tail?
-1,-12,rabbit,rabbit_1.wav,mask,visual,yes,visual-yes,3,Does it have whiskers?
-1,-11,pineapple,pineapple_2.wav,mask,visual,yes,visual-yes,3,Does it have skin?
-1,-10,table,table_2.wav,nomask,nonvisual,no,nonvisual-no,1,Is it an animal?
-1,-9,donkey,donkey_2.wav,nomask,visual,yes,visual-yes,4,Does it have hooves?
-1,-8,strawberry,strawberry_1.wav,nomask,visual,yes,visual-yes,2,Does it have seeds?
-1,-7,elephant,elephant_2.wav,nomask,visual,yes,visual-yes,1,Is it grey?
-1,-6,raccoon,raccoon_1.wav,nomask,visual,no,visual-no,4,Does it have a long neck?
-1,-5,apple,apple_2.wav,nomask,visual,yes,visual-yes,4,Is it round?
-1,-4,bottle,bottle_2.wav,mask,visual,yes,visual-yes,1,Is it made of glass?
-1,-3,tiger,tiger_2.wav,mask,visual,no,visual-no,4,Is it yellow inside?
-1,-2,grasshopper,grasshopper_2.wav,mask,nonvisual,yes,nonvisual-yes,3,Is it found in summer?
-1,-1,zebra,zebra_4.wav,nomask,visual,yes,visual-yes,1,Does it have stripes?
0,0,rabbit,rabbit_3.wav,mask,visual,yes,visual-yes,1,Does it have ears?
0,1,apple,apple_3.wav,nomask,nonvisual,no,nonvisual-no,1,Is it an animal?
0,2,donkey,donkey_4.wav,mask,nonvisual,no,nonvisual-no,2,Does it grow on trees?
0,3,raccoon,raccoon_3.wav,nomask,nonvisual,no,nonvisual-no,2,Is it used for protection?
0,4,dog,dog_2.wav,mask,nonvisual,no,nonvisual-no,3,Is it eaten as bacon?
0,5,grasshopper,grasshopper_1.wav,mask,nonvisual,yes,nonvisual-yes,4,Does it fly?
0,6,donkey,donkey_1.wav,nomask,nonvisual,yes,nonvisual-yes,3,Is it a mammal?
0,7,bottle,bottle_3.wav,nomask,nonvisual,no,nonvisual-no,3,Is it a carnivore?
0,8,elephant,elephant_1.wav,nomask,nonvisual,no,nonvisual-no,3,Does it live on farms?
0,9,lion,lion_4.wav,mask,visual,no,visual-no,4,Is it yellow inside?
0,10,bottle,bottle_4.wav,nomask,visual,yes,visual-yes,5,Does it have a cork?
0,11,pineapple,pineapple_4.wav,nomask,nonvisual,yes,nonvisual-yes,2,Is it tropical?
0,12,strawberry,strawberry_2.wav,nomask,nonvisual,yes,nonvisual-yes,4,Does it taste good?
0,13,pig,pig_2.wav,nomask,nonvisual,yes,nonvisual-yes,2,Does it live on farms?
0,14,giraffe,giraffe_1.wav,nomask,nonvisual,yes,nonvisual-yes,2,Does it live in Africa?
0,15,swan,swan_4.wav,nomask,nonvisual,yes,nonvisual-yes,3,Does it live on water?
0,16,strawberry,strawberry_2.wav,nomask,nonvisual,no,nonvisual-no,3,Is it furniture?
0,17,dog,dog_2.wav,mask,visual,yes,visual-yes,1,Does it have four legs?
0,18,tiger,tiger_4.wav,mask,visual,yes,visual-yes,2,Does it have teeth?
0,19,camel,camel_2.wav,mask,visual,yes,visual-yes,4,Is it large?
0,20,apple,apple_3.wav,mask,visual,no,visual-no,1,Is it black?
0,21,pineapple,pineapple_1.wav,mask,visual,yes,visual-yes,1,Is it yellow?
0,22,zebra,zebra_4.wav,nomask,visual,yes,visual-yes,1,Does it have stripes?
0,23,lion,lion_1.wav,mask,visual,yes,visual-yes,1,Does it have a mane?
0,24,grasshopper,grasshopper_4.wav,nomask,visual,no,visual-no,1,Is it made of wood?
0,25,lion,lion_1.wav,mask,visual,yes,visual-yes,4,Does it have teeth?
0,26,grasshopper,grasshopper_3.wav,mask,nonvisual,no,nonvisual-no,3,Does it taste good?
0,27,zebra,zebra_2.wav,mask,visual,no,visual-no,2,Does it have antennae?
0,28,swan,swan_1.wav,mask,visual,yes,visual-yes,1,Does it have a long neck?
0,29,camel,camel_3.wav,mask,nonvisual,yes,nonvisual-yes,3,Is it used by riding?
0,30,donkey,donkey_3.wav,nomask,nonvisual,yes,nonvisual-yes,4,Is it furry?
0,31,rabbit,rabbit_2.wav,nomask,nonvisual,yes,nonvisual-yes,3,Is it edible?
0,32,table,table_3.wav,mask,visual,yes,visual-yes,2,Is it round?
0,33,raccoon,raccoon_4.wav,mask,nonvisual,no,nonvisual-no,4,Does it spit?
0,34,swan,swan_3.wav,mask,visual,yes,visual-yes,4,Does it have wings?
0,35,zebra,zebra_2.wav,mask,visual,yes,visual-yes,2,Does it have four legs?
0,36,pig,pig_1.wav,mask,visual,yes,visual-yes,4,Does it have legs?
0,37,donkey,donkey_2.wav,nomask,visual,yes,visual-yes,1,Does it have legs?
0,38,elephant,elephant_2.wav,mask,visual,yes,visual-yes,3,Does it have four legs?
0,39,pineapple,pineapple_2.wav,nomask,visual,yes,visual-yes,2,Does it have an inside?
0,40,tiger,tiger_2.wav,nomask,visual,yes,visual-yes,4,Does it have whiskers?
0,41,camel,camel_4.wav,mask,visual,yes,visual-yes,1,Does it have a hump?
0,42,apple,apple_1.wav,mask,nonvisual,yes,nonvisual-yes,1,Is it a fruit?
0,43,elephant,elephant_4.wav,nomask,visual,yes,visual-yes,5,Does it have large ears?
0,44,donkey,donkey_3.wav,nomask,nonvisual,yes,nonvisual-yes,2,Is it like a horse?
0,45,giraffe,giraffe_1.wav,nomask,nonvisual,yes,nonvisual-yes,1,Does it eat leaves?
0,46,table,table_1.wav,mask,visual,yes,visual-yes,3,Does it have legs?
0,47,tiger,tiger_4.wav,mask,visual,yes,visual-yes,1,Does it have stripes?
