subj_id,seed,date,computer,block,block_type,trial,proposition_id,feat_type,question,cue,cue_file,mask_type,correct_response,response,rt,is_correct
MWPR108,108,2016_Jan_27_1213,LL-Jerry,0,practice,0,does-it-lay-eggs:elephant,nonvisual,Does it lay eggs?,elephant,elephant_3.wav,nomask,no,timeout,2000.0,0
MWPR108,108,2016_Jan_27_1213,LL-Jerry,0,practice,1,does-it-have-eyes:apple,visual,Does it have eyes?,apple,apple_4.wav,nomask,no,no,456.519735093,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,0,practice,2,is-it-yellow:banana,visual,Is it yellow?,banana,banana_1.wav,nomask,yes,yes,135.721944989,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,0,practice,3,is-it-used-for-holding-beer:bottle,nonvisual,Is it used for holding beer?,bottle,bottle_2.wav,mask,yes,no,200.647540276,0
MWPR108,108,2016_Jan_27_1213,LL-Jerry,0,practice,4,is-it-used-for-making-jam:chicken,nonvisual,Is it used for making jam?,chicken,chicken_3.wav,nomask,no,no,142.288573139,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,0,practice,5,is-it-clothing:jacket,nonvisual,Is it clothing?,jacket,jacket_1.wav,mask,yes,yes,74.6191739781,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,0,practice,6,is-it-used-for-relaxing:chair,nonvisual,Is it used for relaxing?,chair,chair_4.wav,mask,yes,timeout,2000.0,0
MWPR108,108,2016_Jan_27_1213,LL-Jerry,0,practice,7,is-it-an-animal:zebra,nonvisual,Is it an animal?,zebra,zebra_4.wav,nomask,yes,yes,157.850345537,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,9,does-it-have-a-tail:raccoon,visual,Does it have a tail?,raccoon,raccoon_2.wav,nomask,yes,yes,105.509053719,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,10,does-it-have-a-caboose:dog,visual,Does it have a caboose?,dog,dog_2.wav,mask,no,no,352.953622289,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,11,does-it-have-legs:camel,visual,Does it have legs?,camel,camel_3.wav,nomask,yes,yes,173.880088216,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,12,does-it-have-a-neck:table,visual,Does it have a neck?,table,table_1.wav,nomask,no,no,62.8283714195,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,13,is-it-an-herbivore:deer,nonvisual,Is it an herbivore?,deer,deer_1.wav,nomask,yes,yes,268.814357916,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,14,does-it-have-wings:swan,visual,Does it have wings?,swan,swan_4.wav,nomask,yes,no,204.830784891,0
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,15,does-it-have-many-cars:carrot,visual,Does it have many cars?,carrot,carrot_3.wav,nomask,no,no,308.194601377,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,16,does-it-have-legs:donkey,visual,Does it have legs?,donkey,donkey_3.wav,mask,yes,yes,111.726144558,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,17,does-it-have-a-long-tongue:alligator,visual,Does it have a long tongue?,alligator,alligator_1.wav,nomask,yes,yes,360.11849699,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,18,does-it-have-whiskers:pineapple,visual,Does it have whiskers?,pineapple,pineapple_1.wav,nomask,no,no,737.798363065,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,19,does-it-have-fur:lion,visual,Does it have fur?,lion,lion_4.wav,nomask,yes,yes,154.63825129,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,20,does-it-have-a-cushion:deer,visual,Does it have a cushion?,deer,deer_4.wav,mask,no,yes,238.371642665,0
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,21,does-it-have-an-engine:train,visual,Does it have an engine?,train,train_2.wav,mask,yes,no,157.801371903,0
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,22,does-it-grow-in-tropical-climates:banana,nonvisual,Does it grow in tropical climates?,banana,banana_2.wav,nomask,yes,yes,353.006116904,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,23,does-it-grow-on-trees:apple,nonvisual,Does it grow on trees?,apple,apple_3.wav,mask,yes,yes,510.762676329,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,24,is-it-used-for-racing:bike,nonvisual,Is it used for racing?,bike,bike_2.wav,mask,yes,no,347.330296754,0
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,25,does-it-have-legs:chair,visual,Does it have legs?,chair,chair_2.wav,mask,yes,yes,329.448518469,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,26,is-it-found-in-kitchens:lion,nonvisual,Is it found in kitchens?,lion,lion_4.wav,nomask,no,no,323.679872477,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,27,does-it-grow-underground:carrot,nonvisual,Does it grow underground?,carrot,carrot_1.wav,mask,yes,no,315.527522862,0
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,28,does-it-have-a-white-tail:mouse,visual,Does it have a white tail?,mouse,mouse_4.wav,nomask,yes,yes,256.908643367,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,29,does-it-live-in-india:pig,nonvisual,Does it live in India?,pig,pig_4.wav,mask,no,yes,641.828605085,0
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,30,is-it-worn-in-cold-temperatures:banana,nonvisual,Is it worn in cold temperatures?,banana,banana_1.wav,nomask,no,no,17.565850334,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,31,does-it-have-a-snout:pig,visual,Does it have a snout?,pig,pig_3.wav,mask,yes,yes,176.652380023,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,32,does-it-have-green-leaves:raccoon,visual,Does it have green leaves?,raccoon,raccoon_2.wav,nomask,no,no,171.183337443,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,33,is-it-long:alligator,visual,Is it long?,alligator,alligator_3.wav,mask,yes,yes,197.118237716,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,34,does-it-lay-eggs:swan,nonvisual,Does it lay eggs?,swan,swan_2.wav,mask,yes,yes,240.167662676,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,35,does-it-live-in-africa:zebra,nonvisual,Does it live in Africa?,zebra,zebra_3.wav,nomask,yes,yes,92.1290087153,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,36,is-it-comfortable:chicken,nonvisual,Is it comfortable?,chicken,chicken_1.wav,nomask,no,no,494.286409337,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,37,does-it-have-a-zipper:jacket,visual,Does it have a zipper?,jacket,jacket_4.wav,nomask,yes,yes,160.557339163,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,38,does-it-have-antlers:deer,visual,Does it have antlers?,deer,deer_1.wav,nomask,yes,yes,342.681962658,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,39,is-it-loud:train,nonvisual,Is it loud?,train,train_3.wav,nomask,yes,yes,234.483200122,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,40,does-it-eat:toad,nonvisual,Does it eat?,toad,toad_1.wav,nomask,yes,yes,448.40387564,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,41,does-it-hop:rabbit,nonvisual,Does it hop?,rabbit,rabbit_1.wav,nomask,yes,yes,155.276188891,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,42,does-it-have-legs:grasshopper,visual,Does it have legs?,grasshopper,grasshopper_1.wav,mask,yes,yes,259.518649993,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,43,is-it-a-mammal:table,nonvisual,Is it a mammal?,table,table_2.wav,mask,no,no,113.944042021,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,44,is-it-used-in-circuses:elephant,nonvisual,Is it used in circuses?,elephant,elephant_2.wav,mask,yes,yes,116.260206842,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,45,is-it-green:jacket,visual,Is it green?,jacket,jacket_3.wav,mask,no,no,153.560831335,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,46,does-it-have-teeth:bottle,visual,Does it have teeth?,bottle,bottle_1.wav,mask,no,no,124.584124222,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,47,does-it-have-feathers:chicken,visual,Does it have feathers?,chicken,chicken_2.wav,nomask,yes,yes,350.042091719,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,48,is-it-orange:tiger,visual,Is it orange?,tiger,tiger_2.wav,mask,yes,yes,627.966825963,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,49,does-it-have-legs:dog,visual,Does it have legs?,dog,dog_4.wav,mask,yes,yes,83.4824415124,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,50,does-it-have-a-hood:jacket,visual,Does it have a hood?,jacket,jacket_4.wav,nomask,yes,yes,51.3611789538,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,51,is-it-an-animal:bottle,nonvisual,Is it an animal?,bottle,bottle_3.wav,mask,no,no,203.660539093,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,52,does-it-have-a-pointed-end:donkey,visual,Does it have a pointed end?,donkey,donkey_1.wav,nomask,no,yes,140.425014324,0
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,53,is-it-tropical:pineapple,nonvisual,Is it tropical?,pineapple,pineapple_3.wav,mask,yes,yes,43.9207075251,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,54,does-it-have-different-speeds:bike,nonvisual,Does it have different speeds?,bike,bike_1.wav,nomask,yes,yes,322.634781523,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,55,does-it-eat-carrots:rabbit,nonvisual,Does it eat carrots?,rabbit,rabbit_1.wav,nomask,yes,yes,263.880184244,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,56,does-it-have-a-hump:camel,visual,Does it have a hump?,camel,camel_3.wav,mask,yes,yes,8656.31039681,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,57,is-it-round:apple,visual,Is it round?,apple,apple_2.wav,nomask,yes,yes,494.666355115,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,58,does-it-waddle:penguin,nonvisual,Does it waddle?,penguin,penguin_1.wav,mask,yes,yes,459.53049329,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,59,does-it-have-spots:giraffe,visual,Does it have spots?,giraffe,giraffe_2.wav,mask,yes,no,336.274418798,0
MWPR108,108,2016_Jan_27_1213,LL-Jerry,1,test,60,does-it-lay-eggs:dog,nonvisual,Does it lay eggs?,dog,dog_4.wav,nomask,no,no,1024.719842,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,2,test,62,is-it-furry:raccoon,nonvisual,Is it furry?,raccoon,raccoon_3.wav,mask,yes,no,517.120926466,0
MWPR108,108,2016_Jan_27_1213,LL-Jerry,2,test,63,is-it-eaten-by-rabbits:carrot,nonvisual,Is it eaten by rabbits?,carrot,carrot_2.wav,nomask,yes,yes,366.698888971,1
MWPR108,108,2016_Jan_27_1213,LL-Jerry,2,test,64,does-it-have-a-tail:mouse,visual,Does it have a tail?,mouse,mouse_4.wav,nomask,yes,yes,152.287196755,1
