subj_id,seed,experimenter,date,computer,block,block_type,trial,proposition_id,feat_type,question,cue,cue_file,mask_type,correct_response,response,rt,is_correct
PV115,115,XL,2016_Feb_24_1556,LL-George,0,practice,1,does-it-have-teeth:bottle,visual,Does it have teeth?,bottle,bottle_2.wav,mask,no,timeout,2000.0,0
PV115,115,XL,2016_Feb_24_1556,LL-George,0,practice,2,does-it-have-hooves:elephant,visual,Does it have hooves?,elephant,elephant_2.wav,mask,no,no,1041.17599985,1
PV115,115,XL,2016_Feb_24_1556,LL-George,0,practice,3,is-it-eaten-by-frying:giraffe,nonvisual,Is it eaten by frying?,giraffe,giraffe_3.wav,nomask,no,no,1141.20320725,1
PV115,115,XL,2016_Feb_24_1556,LL-George,0,practice,4,does-it-have-a-snout:pig,visual,Does it have a snout?,pig,pig_3.wav,mask,yes,yes,1190.95209899,1
PV115,115,XL,2016_Feb_24_1556,LL-George,0,practice,5,does-it-have-a-long-neck:swan,visual,Does it have a long neck?,swan,swan_2.wav,mask,yes,timeout,2000.0,0
PV115,115,XL,2016_Feb_24_1556,LL-George,0,practice,6,does-it-have-eyes:bottle,visual,Does it have eyes?,bottle,bottle_3.wav,mask,no,no,1024.52475071,1
PV115,115,XL,2016_Feb_24_1556,LL-George,1,test,8,is-it-used-for-eating-on:table,nonvisual,Is it used for eating on?,table,table_2.wav,nomask,yes,yes,991.120144667,1
PV115,115,XL,2016_Feb_24_1556,LL-George,1,test,9,is-it-made-of-wood:grasshopper,visual,Is it made of wood?,grasshopper,grasshopper_2.wav,nomask,no,no,957.686090609,1
PV115,115,XL,2016_Feb_24_1556,LL-George,1,test,10,does-it-grow-on-trees:pig,nonvisual,Does it grow on trees?,pig,pig_1.wav,nomask,no,no,673.939151457,1
PV115,115,XL,2016_Feb_24_1556,LL-George,1,test,11,is-it-used-for-sitting-on:tiger,nonvisual,Is it used for sitting on?,tiger,tiger_4.wav,nomask,no,no,757.065761893,1
PV115,115,XL,2016_Feb_24_1556,LL-George,1,test,12,is-it-a-fruit:chair,nonvisual,Is it a fruit?,chair,chair_4.wav,mask,no,no,1224.85380026,1
PV115,115,XL,2016_Feb_24_1556,LL-George,1,test,13,is-it-an-animal:lion,nonvisual,Is it an animal?,lion,lion_2.wav,mask,yes,yes,707.666405244,1
PV115,115,XL,2016_Feb_24_1556,LL-George,1,test,14,is-it-tall:giraffe,visual,Is it tall?,giraffe,giraffe_1.wav,mask,yes,yes,924.288526468,1
PV115,115,XL,2016_Feb_24_1556,LL-George,1,test,15,does-it-have-an-engine:grasshopper,visual,Does it have an engine?,grasshopper,grasshopper_2.wav,nomask,no,no,740.874157753,1
PV115,115,XL,2016_Feb_24_1556,LL-George,1,test,16,is-it-furry:donkey,nonvisual,Is it furry?,donkey,donkey_3.wav,mask,yes,yes,1141.10366016,1
PV115,115,XL,2016_Feb_24_1556,LL-George,1,test,17,does-it-have-wings:swan,visual,Does it have wings?,swan,swan_4.wav,nomask,yes,yes,1641.58443094,1
PV115,115,XL,2016_Feb_24_1556,LL-George,1,test,18,is-it-worn-for-the-rain:jacket,nonvisual,Is it worn for the rain?,jacket,jacket_4.wav,nomask,yes,yes,589.922698971,1
PV115,115,XL,2016_Feb_24_1556,LL-George,1,test,19,is-it-used-for-cider:deer,nonvisual,Is it used for cider?,deer,deer_3.wav,nomask,no,no,607.444584952,1
PV115,115,XL,2016_Feb_24_1556,LL-George,1,test,20,is-it-used-for-holding-things:bottle,nonvisual,Is it used for holding things?,bottle,bottle_2.wav,nomask,yes,yes,608.018180938,1
PV115,115,XL,2016_Feb_24_1556,LL-George,1,test,21,does-it-produce-offspring:raccoon,nonvisual,Does it produce offspring?,raccoon,raccoon_2.wav,nomask,yes,yes,1224.55707955,1
PV115,115,XL,2016_Feb_24_1556,LL-George,1,test,22,does-it-grow-on-trees:donkey,nonvisual,Does it grow on trees?,donkey,donkey_1.wav,mask,no,no,992.351839668,1
PV115,115,XL,2016_Feb_24_1556,LL-George,1,test,23,is-it-an-animal:alligator,nonvisual,Is it an animal?,alligator,alligator_4.wav,mask,yes,yes,790.793335764,1
PV115,115,XL,2016_Feb_24_1556,LL-George,1,test,24,is-it-worn-for-the-rain:chicken,nonvisual,Is it worn for the rain?,chicken,chicken_4.wav,nomask,no,no,640.734599787,1
PV115,115,XL,2016_Feb_24_1556,LL-George,1,test,25,is-it-a-root:chair,nonvisual,Is it a root?,chair,chair_1.wav,mask,no,no,1007.82004703,1
PV115,115,XL,2016_Feb_24_1556,LL-George,1,test,26,is-it-prickly:dog,nonvisual,Is it prickly?,dog,dog_3.wav,nomask,no,no,540.760846983,1
PV115,115,XL,2016_Feb_24_1556,LL-George,1,test,27,does-it-have-whiskers:rabbit,visual,Does it have whiskers?,rabbit,rabbit_3.wav,nomask,yes,yes,1007.79283966,1
PV115,115,XL,2016_Feb_24_1556,LL-George,1,test,28,does-it-have-scales:elephant,visual,Does it have scales?,elephant,elephant_1.wav,nomask,no,no,790.893843106,1
PV115,115,XL,2016_Feb_24_1556,LL-George,1,test,29,does-it-have-legs:donkey,visual,Does it have legs?,donkey,donkey_2.wav,nomask,yes,yes,607.114575163,1
PV115,115,XL,2016_Feb_24_1556,LL-George,1,test,30,does-it-have-antennae:zebra,visual,Does it have antennae?,zebra,zebra_1.wav,mask,no,no,641.744794557,1
PV115,115,XL,2016_Feb_24_1556,LL-George,1,test,31,is-it-used-for-holding-things:carrot,nonvisual,Is it used for holding things?,carrot,carrot_3.wav,mask,no,no,824.203063268,1
PV115,115,XL,2016_Feb_24_1556,LL-George,1,test,32,is-it-pink:pig,visual,Is it pink?,pig,pig_2.wav,nomask,yes,no,674.058223842,0
PV115,115,XL,2016_Feb_24_1556,LL-George,1,test,33,is-it-used-for-relaxing:tiger,nonvisual,Is it used for relaxing?,tiger,tiger_2.wav,mask,no,no,790.641934611,1
PV115,115,XL,2016_Feb_24_1556,LL-George,1,test,34,is-it-yellow:banana,visual,Is it yellow?,banana,banana_2.wav,mask,yes,yes,1007.8360514,1
PV115,115,XL,2016_Feb_24_1556,LL-George,1,test,35,does-it-eat-peanuts:elephant,nonvisual,Does it eat peanuts?,elephant,elephant_2.wav,mask,yes,yes,675.216618925,1
PV115,115,XL,2016_Feb_24_1556,LL-George,1,test,36,is-it-pink:dog,visual,Is it pink?,dog,dog_4.wav,mask,no,no,824.280204251,1
PV115,115,XL,2016_Feb_24_1556,LL-George,1,test,37,does-it-have-an-engine:train,visual,Does it have an engine?,train,train_2.wav,mask,yes,yes,874.364227057,1
PV115,115,XL,2016_Feb_24_1556,LL-George,1,test,38,does-it-have-green-leaves:raccoon,visual,Does it have green leaves?,raccoon,raccoon_4.wav,nomask,no,no,757.488276809,1
