subj_id,seed,experimenter,date,computer,block,block_type,trial,proposition_id,feat_type,question,cue,cue_file,mask_type,correct_response,response,rt,is_correct
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,0,practice,1,is-it-a-fruit:chair,nonvisual,Is it a fruit?,chair,chair_3.wav,mask,no,no,1456.69926214,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,0,practice,2,is-it-an-amphibian:bottle,nonvisual,Is it an amphibian?,bottle,bottle_3.wav,mask,no,timeout,2000.0,0
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,0,practice,3,does-it-live-in-the-desert:alligator,nonvisual,Does it live in the desert?,alligator,alligator_4.wav,mask,no,no,1806.65877112,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,0,practice,4,is-it-an-animal:mouse,nonvisual,Is it an animal?,mouse,mouse_4.wav,nomask,yes,yes,1381.69486099,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,0,practice,5,does-it-have-different-speeds:banana,nonvisual,Does it have different speeds?,banana,banana_4.wav,mask,no,no,873.36683576,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,0,practice,6,does-it-have-an-engine:grasshopper,visual,Does it have an engine?,grasshopper,grasshopper_3.wav,nomask,no,no,981.674375478,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,8,is-it-beige:camel,visual,Is it beige?,camel,camel_1.wav,mask,yes,yes,1140.06849867,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,9,is-it-long:alligator,visual,Is it long?,alligator,alligator_4.wav,nomask,yes,yes,1773.32650474,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,10,is-it-green:grasshopper,visual,Is it green?,grasshopper,grasshopper_4.wav,nomask,yes,yes,756.73095067,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,11,is-it-used-for-relaxing:tiger,nonvisual,Is it used for relaxing?,tiger,tiger_2.wav,mask,no,no,1273.71957176,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,12,does-it-eat:mouse,nonvisual,Does it eat?,mouse,mouse_3.wav,nomask,yes,yes,1556.64548767,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,13,is-it-worn-in-cold-temperatures:banana,nonvisual,Is it worn in cold temperatures?,banana,banana_4.wav,nomask,no,no,873.429892818,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,14,does-it-have-ears:elephant,visual,Does it have ears?,elephant,elephant_2.wav,nomask,yes,yes,840.030728374,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,15,does-it-have-legs:grasshopper,visual,Does it have legs?,grasshopper,grasshopper_4.wav,nomask,yes,yes,1006.66773343,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,16,is-it-found-at-tables:chair,nonvisual,Is it found at tables?,chair,chair_1.wav,nomask,yes,yes,1081.74031321,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,17,is-it-black:penguin,visual,Is it black?,penguin,penguin_1.wav,mask,yes,no,1407.01310756,0
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,18,is-it-worn-for-the-rain:chicken,nonvisual,Is it worn for the rain?,chicken,chicken_1.wav,nomask,no,no,1140.05281427,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,19,is-it-grey:mouse,visual,Is it grey?,mouse,mouse_1.wav,nomask,yes,yes,1106.69270041,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,20,does-it-have-sleeves:bike,visual,Does it have sleeves?,bike,bike_1.wav,mask,no,no,1206.68437798,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,21,is-it-eaten-by-rabbits:zebra,nonvisual,Is it eaten by rabbits?,zebra,zebra_2.wav,nomask,no,timeout,2000.0,0
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,22,is-it-a-root:chair,nonvisual,Is it a root?,chair,chair_2.wav,nomask,no,no,1156.66981414,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,23,does-it-have-legs:pig,visual,Does it have legs?,pig,pig_1.wav,nomask,yes,yes,1040.01248325,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,24,is-it-an-animal:alligator,nonvisual,Is it an animal?,alligator,alligator_1.wav,nomask,yes,yes,1339.91005551,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,25,is-it-used-for-holding-beer:raccoon,nonvisual,Is it used for holding beer?,raccoon,raccoon_1.wav,mask,no,no,1173.28905477,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,26,does-it-have-teeth:bottle,visual,Does it have teeth?,bottle,bottle_1.wav,mask,no,no,1015.03993082,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,27,does-it-eat-people:deer,nonvisual,Does it eat people?,deer,deer_3.wav,nomask,no,no,1314.96791122,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,28,does-it-have-a-skin:table,visual,Does it have a skin?,table,table_4.wav,nomask,no,no,1006.7026231,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,29,does-it-have-a-beak:banana,visual,Does it have a beak?,banana,banana_1.wav,nomask,no,no,831.720307935,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,30,does-it-have-a-pointed-end:donkey,visual,Does it have a pointed end?,donkey,donkey_3.wav,mask,no,no,1206.68021706,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,31,does-it-have-four-legs:zebra,visual,Does it have four legs?,zebra,zebra_3.wav,nomask,yes,yes,1031.69310046,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,32,does-it-eat:camel,nonvisual,Does it eat?,camel,camel_4.wav,nomask,yes,yes,1564.97127214,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,33,does-it-lay-eggs:donkey,nonvisual,Does it lay eggs?,donkey,donkey_4.wav,nomask,no,yes,1115.04249158,0
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,34,does-it-have-a-hump:swan,visual,Does it have a hump?,swan,swan_4.wav,mask,no,yes,1190.02448651,0
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,35,does-it-eat-leaves:jacket,nonvisual,Does it eat leaves?,jacket,jacket_4.wav,nomask,no,no,1090.04273149,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,36,does-it-lay-eggs:swan,nonvisual,Does it lay eggs?,swan,swan_3.wav,mask,yes,yes,1481.65645055,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,37,is-it-small:toad,visual,Is it small?,toad,toad_2.wav,nomask,yes,no,1523.36443518,0
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,38,does-it-eat-carrots:rabbit,nonvisual,Does it eat carrots?,rabbit,rabbit_4.wav,mask,yes,yes,715.023286408,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,39,is-it-fast:apple,nonvisual,Is it fast?,apple,apple_4.wav,nomask,no,no,956.717187073,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,40,does-it-have-stripes:zebra,visual,Does it have stripes?,zebra,zebra_3.wav,nomask,yes,yes,548.404205823,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,41,does-it-have-different-speeds:bike,nonvisual,Does it have different speeds?,bike,bike_2.wav,mask,yes,yes,798.373637721,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,42,is-it-used-for-holding-liquids:bottle,nonvisual,Is it used for holding liquids?,bottle,bottle_3.wav,mask,yes,yes,823.36731581,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,43,does-it-have-ears:jacket,visual,Does it have ears?,jacket,jacket_2.wav,nomask,no,no,848.382120021,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,44,does-it-have-feet:rabbit,visual,Does it have feet?,rabbit,rabbit_3.wav,nomask,yes,yes,1356.96557444,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,45,does-it-have-a-beak:apple,visual,Does it have a beak?,apple,apple_2.wav,nomask,no,no,865.102828015,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,46,does-it-have-legs:donkey,visual,Does it have legs?,donkey,donkey_2.wav,nomask,yes,yes,965.036249952,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,47,is-it-black:tiger,visual,Is it black?,tiger,tiger_3.wav,nomask,no,no,956.999183632,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,48,does-it-roar:lion,nonvisual,Does it roar?,lion,lion_3.wav,nomask,yes,yes,1140.06145671,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,49,does-it-lay-eggs:elephant,nonvisual,Does it lay eggs?,elephant,elephant_1.wav,mask,no,no,1223.34362939,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,50,is-it-a-carnivore:lion,nonvisual,Is it a carnivore?,lion,lion_2.wav,mask,yes,yes,923.384600785,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,51,does-it-have-wings:swan,visual,Does it have wings?,swan,swan_1.wav,nomask,yes,yes,1190.04817307,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,52,does-it-have-a-peel:banana,visual,Does it have a peel?,banana,banana_2.wav,mask,yes,yes,915.062977001,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,53,does-it-have-a-cork:camel,visual,Does it have a cork?,camel,camel_2.wav,nomask,no,no,1315.01656445,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,54,does-it-have-hooves:elephant,visual,Does it have hooves?,elephant,elephant_4.wav,nomask,no,no,1923.32282383,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,55,is-it-a-bird:pig,nonvisual,Is it a bird?,pig,pig_2.wav,mask,no,no,898.367235903,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,56,is-it-used-by-riding:swan,nonvisual,Is it used by riding?,swan,swan_4.wav,mask,no,no,990.052654175,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,57,does-it-have-sleeves:jacket,visual,Does it have sleeves?,jacket,jacket_2.wav,nomask,yes,yes,890.013283584,1
PV105test,105,NS,2016_Feb_23_1005,LL-Kramer,1,test,58,is-it-eaten-as-bacon:dog,nonvisual,Is it eaten as bacon?,dog,dog_1.wav,mask,no,no,1098.36275456,1
