subj_id,seed,experimenter,date,computer,block,block_type,trial,proposition_id,feat_type,question,cue,cue_file,mask_type,correct_response,response,rt,is_correct
PV_102,102,NS,2016_Feb_18_1408,LL-George,0,practice,1,does-it-grow-in-tropical-climates:banana,nonvisual,Does it grow in tropical climates?,banana,banana_2.wav,mask,yes,yes,1708.35156518,1
PV_102,102,NS,2016_Feb_18_1408,LL-George,0,practice,2,is-it-loud:train,nonvisual,Is it loud?,train,train_3.wav,nomask,yes,yes,1193.08247021,1
PV_102,102,NS,2016_Feb_18_1408,LL-George,0,practice,3,does-it-have-four-legs:donkey,visual,Does it have four legs?,donkey,donkey_3.wav,mask,yes,yes,1093.26175263,1
PV_102,102,NS,2016_Feb_18_1408,LL-George,0,practice,4,does-it-have-hair:jacket,visual,Does it have hair?,jacket,jacket_1.wav,mask,no,no,1224.78898871,1
PV_102,102,NS,2016_Feb_18_1408,LL-George,0,practice,5,does-it-produce-offspring:raccoon,nonvisual,Does it produce offspring?,raccoon,raccoon_2.wav,nomask,yes,yes,1158.14464283,1
PV_102,102,NS,2016_Feb_18_1408,LL-George,0,practice,6,is-it-used-for-protection:raccoon,nonvisual,Is it used for protection?,raccoon,raccoon_4.wav,mask,no,no,1224.98584399,1
PV_102,102,NS,2016_Feb_18_1408,LL-George,1,test,8,is-it-eaten-by-rabbits:zebra,nonvisual,Is it eaten by rabbits?,zebra,zebra_4.wav,mask,no,no,1091.35881742,1
PV_102,102,NS,2016_Feb_18_1408,LL-George,1,test,9,does-it-have-a-beak:apple,visual,Does it have a beak?,apple,apple_2.wav,nomask,no,no,1091.07841854,1
PV_102,102,NS,2016_Feb_18_1408,LL-George,1,test,10,is-it-an-insect:strawberry,nonvisual,Is it an insect?,strawberry,strawberry_4.wav,mask,no,no,1058.18500626,1
PV_102,102,NS,2016_Feb_18_1408,LL-George,1,test,11,does-it-have-hooves:banana,visual,Does it have hooves?,banana,banana_2.wav,nomask,no,no,807.834267616,1
PV_102,102,NS,2016_Feb_18_1408,LL-George,1,test,12,is-it-used-for-relaxing:tiger,nonvisual,Is it used for relaxing?,tiger,tiger_3.wav,mask,no,no,840.951102786,1
