subj_id,seed,experimenter,date,computer,block,block_type,trial,proposition_id,feat_type,question,cue,cue_file,mask_type,correct_response,response,rt,is_correct
PV137,137,JR,2016_Mar_14_1149,LL-ELAINE,0,practice,1,does-it-lay-eggs:lion,nonvisual,Does it lay eggs?,lion,lion_1.wav,mask,no,no,931.683183881,1
PV137,137,JR,2016_Mar_14_1149,LL-ELAINE,0,practice,2,does-it-have-four-legs:strawberry,visual,Does it have four legs?,strawberry,strawberry_4.wav,mask,no,no,1264.98653542,1
PV137,137,JR,2016_Mar_14_1149,LL-ELAINE,0,practice,3,does-it-have-a-seat:rabbit,visual,Does it have a seat?,rabbit,rabbit_4.wav,nomask,no,no,1040.02053698,1
PV137,137,JR,2016_Mar_14_1149,LL-ELAINE,0,practice,4,is-it-a-bird:camel,nonvisual,Is it a bird?,camel,camel_4.wav,nomask,no,no,940.075624501,1
PV137,137,JR,2016_Mar_14_1149,LL-ELAINE,0,practice,5,is-it-pink:dog,visual,Is it pink?,dog,dog_2.wav,nomask,no,no,1131.7272922,1
PV137,137,JR,2016_Mar_14_1149,LL-ELAINE,0,practice,6,does-it-have-a-neck:table,visual,Does it have a neck?,table,table_1.wav,nomask,no,no,1015.05959593,1
PV137,137,JR,2016_Mar_14_1149,LL-ELAINE,1,test,8,is-it-grey:mouse,visual,Is it grey?,mouse,mouse_3.wav,mask,yes,yes,1136.32122439,1
PV137,137,JR,2016_Mar_14_1149,LL-ELAINE,1,test,9,is-it-muddy:giraffe,visual,Is it muddy?,giraffe,giraffe_3.wav,mask,no,no,906.726403977,1
PV137,137,JR,2016_Mar_14_1149,LL-ELAINE,1,test,10,is-it-black:apple,visual,Is it black?,apple,apple_4.wav,nomask,no,no,890.02154523,1
PV137,137,JR,2016_Mar_14_1149,LL-ELAINE,1,test,11,does-it-have-a-hump:camel,visual,Does it have a hump?,camel,camel_4.wav,mask,yes,yes,731.724859565,1
PV137,137,JR,2016_Mar_14_1149,LL-ELAINE,1,test,12,does-it-have-wings:lion,visual,Does it have wings?,lion,lion_2.wav,mask,no,no,765.004300396,1
PV137,137,JR,2016_Mar_14_1149,LL-ELAINE,1,test,13,does-it-have-wings:pig,visual,Does it have wings?,pig,pig_4.wav,nomask,no,no,940.013847081,1
PV137,137,JR,2016_Mar_14_1149,LL-ELAINE,1,test,14,is-it-fast:apple,nonvisual,Is it fast?,apple,apple_2.wav,nomask,no,no,865.061564487,1
PV137,137,JR,2016_Mar_14_1149,LL-ELAINE,1,test,15,does-it-have-legs:donkey,visual,Does it have legs?,donkey,donkey_4.wav,nomask,yes,yes,1165.04450375,1
PV137,137,JR,2016_Mar_14_1149,LL-ELAINE,1,test,16,is-it-flat:table,visual,Is it flat?,table,table_2.wav,mask,yes,yes,781.673949212,1
PV137,137,JR,2016_Mar_14_1149,LL-ELAINE,1,test,17,does-it-grow-underground:tiger,nonvisual,Does it grow underground?,tiger,tiger_1.wav,nomask,no,no,956.701741088,1
PV137,137,JR,2016_Mar_14_1149,LL-ELAINE,1,test,18,does-it-require-a-conductor:grasshopper,nonvisual,Does it require a conductor?,grasshopper,grasshopper_4.wav,nomask,no,no,1031.95266775,1
PV137,137,JR,2016_Mar_14_1149,LL-ELAINE,1,test,19,does-it-have-hooves:banana,visual,Does it have hooves?,banana,banana_4.wav,nomask,no,no,1431.79377494,1
PV137,137,JR,2016_Mar_14_1149,LL-ELAINE,1,test,20,does-it-taste-good:strawberry,nonvisual,Does it taste good?,strawberry,strawberry_2.wav,mask,yes,yes,918.575816904,1
PV137,137,JR,2016_Mar_14_1149,LL-ELAINE,1,test,21,is-it-juicy:pineapple,nonvisual,Is it juicy?,pineapple,pineapple_1.wav,mask,yes,yes,915.024418151,1
PV137,137,JR,2016_Mar_14_1149,LL-ELAINE,1,test,22,is-it-a-fruit:chair,nonvisual,Is it a fruit?,chair,chair_3.wav,mask,no,no,840.090060607,1
PV137,137,JR,2016_Mar_14_1149,LL-ELAINE,1,test,23,is-it-an-amphibian:bottle,nonvisual,Is it an amphibian?,bottle,bottle_3.wav,nomask,no,no,1031.6892335,1
PV137,137,JR,2016_Mar_14_1149,LL-ELAINE,1,test,24,does-it-have-ears:strawberry,visual,Does it have ears?,strawberry,strawberry_4.wav,nomask,no,no,981.69149016,1
PV137,137,JR,2016_Mar_14_1149,LL-ELAINE,1,test,25,does-it-lay-eggs:swan,nonvisual,Does it lay eggs?,swan,swan_2.wav,nomask,yes,yes,1481.64683767,1
