block_ix,trial_ix,cue,cue_file,cue_mask,ftype,response,qtype,qid,question
-1,-19,pig,pig_1.wav,nomask,nonvisual,no,nonvisual-no,3,Does it live in India?
-1,-18,dog,dog_4.wav,mask,nonvisual,yes,nonvisual-yes,5,Does it chase cats?
-1,-17,rabbit,rabbit_2.wav,nomask,nonvisual,yes,nonvisual-yes,1,Does it hop?
-1,-16,penguin,penguin_2.wav,nomask,nonvisual,yes,nonvisual-yes,5,Does it waddle?
-1,-15,table,table_1.wav,mask,visual,yes,visual-yes,4,Is it flat?
-1,-14,camel,camel_4.wav,nomask,visual,yes,visual-yes,3,Does it have legs?
-1,-13,alligator,alligator_4.wav,mask,visual,yes,visual-yes,4,Does it have a tail?
-1,-12,lion,lion_1.wav,nomask,nonvisual,yes,nonvisual-yes,5,Does it roar?
-1,-11,grasshopper,grasshopper_3.wav,mask,visual,yes,visual-yes,2,Does it have legs?
-1,-10,tiger,tiger_4.wav,mask,visual,yes,visual-yes,3,Is it orange?
-1,-9,raccoon,raccoon_1.wav,mask,visual,yes,visual-yes,4,Does it have stripes?
-1,-8,elephant,elephant_3.wav,mask,nonvisual,yes,nonvisual-yes,5,Does it eat peanuts?
-1,-7,zebra,zebra_4.wav,mask,nonvisual,no,nonvisual-no,3,Is it eaten by rabbits?
-1,-6,giraffe,giraffe_3.wav,nomask,visual,no,visual-no,2,Does it have warts?
-1,-5,chair,chair_4.wav,mask,nonvisual,no,nonvisual-no,1,Is it a fruit?
-1,-4,deer,deer_2.wav,nomask,visual,yes,visual-yes,4,Does it have hooves?
-1,-3,chicken,chicken_1.wav,mask,visual,yes,visual-yes,1,Does it have feathers?
-1,-2,mouse,mouse_4.wav,mask,nonvisual,yes,nonvisual-yes,4,Is it used in experiments?
-1,-1,pineapple,pineapple_2.wav,nomask,visual,yes,visual-yes,1,Is it yellow?
0,0,dog,dog_1.wav,nomask,visual,no,visual-no,5,Does it have a mask?
0,1,alligator,alligator_1.wav,nomask,nonvisual,no,nonvisual-no,1,Is it a mammal?
0,2,giraffe,giraffe_3.wav,nomask,visual,no,visual-no,2,Does it have warts?
