subj_id,seed,date,computer,block,block_type,trial,proposition_id,feat_type,question,cue,cue_file,mask_type,correct_response,response,rt,is_correct
MWPR126,126,2016_Jan_28_1400,LL-Jerry,0,practice,0,is-it-green:grasshopper,visual,Is it green?,grasshopper,grasshopper_2.wav,nomask,yes,yes,1266.58259047,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,0,practice,1,does-it-have-a-tail:swan,visual,Does it have a tail?,swan,swan_2.wav,mask,no,no,687.819406878,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,0,practice,2,is-is-used-for-riding:strawberry,nonvisual,Is is used for riding?,strawberry,strawberry_3.wav,mask,no,no,590.333370674,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,0,practice,3,does-it-have-legs:table,visual,Does it have legs?,table,table_2.wav,nomask,yes,yes,1476.33596338,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,0,practice,4,does-it-have-jaws:alligator,visual,Does it have jaws?,alligator,alligator_4.wav,nomask,yes,yes,596.711425511,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,0,practice,5,is-it-long:alligator,visual,Is it long?,alligator,alligator_3.wav,mask,yes,yes,969.677192195,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,0,practice,6,does-it-eat-peanuts:elephant,nonvisual,Does it eat peanuts?,elephant,elephant_3.wav,nomask,yes,yes,424.830753967,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,0,practice,7,is-it-used-for-holding-beer:raccoon,nonvisual,Is it used for holding beer?,raccoon,raccoon_4.wav,nomask,no,no,550.452122974,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,9,is-it-eaten-in-pies:apple,nonvisual,Is it eaten in pies?,apple,apple_2.wav,mask,yes,timeout,2000.0,0
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,10,is-it-fast:deer,nonvisual,Is it fast?,deer,deer_4.wav,mask,yes,no,516.289870844,0
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,11,is-it-a-container:bottle,nonvisual,Is it a container?,bottle,bottle_2.wav,mask,yes,yes,610.502376643,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,12,is-it-healthy:table,nonvisual,Is it healthy?,table,table_2.wav,nomask,no,no,383.806475358,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,13,is-it-an-insect:grasshopper,nonvisual,Is it an insect?,grasshopper,grasshopper_4.wav,nomask,yes,yes,329.072227643,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,14,is-it-a-bird:camel,nonvisual,Is it a bird?,camel,camel_2.wav,nomask,no,no,367.402653523,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,15,is-it-round:donkey,visual,Is it round?,donkey,donkey_3.wav,mask,no,no,455.516220412,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,16,does-it-have-fur:mouse,visual,Does it have fur?,mouse,mouse_4.wav,nomask,yes,yes,829.761695182,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,17,does-it-live-in-africa:tiger,nonvisual,Does it live in Africa?,tiger,tiger_1.wav,mask,yes,yes,647.276859301,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,18,does-it-make-noises:rabbit,nonvisual,Does it make noises?,rabbit,rabbit_3.wav,mask,yes,yes,554.536753996,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,19,is-it-a-carnivore:tiger,nonvisual,Is it a carnivore?,tiger,tiger_4.wav,mask,yes,yes,532.105052574,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,20,does-it-like-mud:pig,nonvisual,Does it like mud?,pig,pig_4.wav,mask,yes,yes,593.479826515,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,21,does-it-have-a-beak:swan,visual,Does it have a beak?,swan,swan_1.wav,nomask,yes,yes,411.346766319,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,22,does-it-eat-garbage:zebra,nonvisual,Does it eat garbage?,zebra,zebra_3.wav,nomask,no,no,191.241457673,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,23,does-it-have-legs:pineapple,visual,Does it have legs?,pineapple,pineapple_2.wav,mask,no,no,152.429620859,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,24,does-it-have-ears:elephant,visual,Does it have ears?,elephant,elephant_4.wav,mask,yes,yes,373.513435661,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,25,is-it-clothing:jacket,nonvisual,Is it clothing?,jacket,jacket_1.wav,nomask,yes,yes,530.216538893,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,26,does-it-have-fur:elephant,visual,Does it have fur?,elephant,elephant_1.wav,nomask,no,no,823.631067651,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,27,does-it-have-a-core:apple,visual,Does it have a core?,apple,apple_3.wav,mask,yes,yes,130.331450157,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,28,is-it-green:giraffe,visual,Is it green?,giraffe,giraffe_4.wav,mask,no,no,149.383992444,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,29,does-it-grow-in-hawaii:pig,nonvisual,Does it grow in Hawaii?,pig,pig_4.wav,mask,no,no,434.63278011,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,30,is-it-long:chair,visual,Is it long?,chair,chair_1.wav,nomask,no,no,944.406638606,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,31,is-is-used-for-riding:bike,nonvisual,Is is used for riding?,bike,bike_4.wav,mask,yes,yes,469.263319625,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,32,does-it-have-a-mane:lion,visual,Does it have a mane?,lion,lion_2.wav,mask,yes,yes,351.883232237,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,33,does-it-have-hooves:donkey,visual,Does it have hooves?,donkey,donkey_4.wav,nomask,yes,yes,281.201606842,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,34,does-it-have-pockets:jacket,visual,Does it have pockets?,jacket,jacket_2.wav,mask,yes,yes,272.72922235,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,35,is-it-hunted-by-people:rabbit,nonvisual,Is it hunted by people?,rabbit,rabbit_2.wav,nomask,yes,yes,368.744778585,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,36,does-it-have-four-legs:carrot,visual,Does it have four legs?,carrot,carrot_1.wav,mask,no,no,274.05822384,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,37,is-it-orange:tiger,visual,Is it orange?,tiger,tiger_1.wav,mask,yes,yes,504.802906391,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,38,does-it-eat-insects:toad,nonvisual,Does it eat insects?,toad,toad_1.wav,mask,yes,yes,575.357457223,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,39,does-it-have-whiskers:mouse,visual,Does it have whiskers?,mouse,mouse_3.wav,mask,yes,yes,271.592913276,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,40,does-it-taste-sweet:strawberry,nonvisual,Does it taste sweet?,strawberry,strawberry_4.wav,nomask,yes,yes,884.316694137,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,41,is-it-healthy:banana,nonvisual,Is it healthy?,banana,banana_1.wav,mask,yes,yes,371.571787531,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,42,does-it-have-a-white-tail:deer,visual,Does it have a white tail?,deer,deer_4.wav,mask,yes,yes,386.585151158,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,43,is-it-an-insect:strawberry,nonvisual,Is it an insect?,strawberry,strawberry_1.wav,nomask,no,no,161.569066782,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,44,is-it-green:toad,visual,Is it green?,toad,toad_1.wav,nomask,yes,yes,360.363298816,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,45,does-it-have-a-hump:camel,visual,Does it have a hump?,camel,camel_2.wav,nomask,yes,yes,92.3444776927,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,46,does-it-have-four-legs:elephant,visual,Does it have four legs?,elephant,elephant_2.wav,nomask,yes,yes,471.391258427,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,47,does-it-have-legs:chair,visual,Does it have legs?,chair,chair_3.wav,mask,yes,yes,327.782596862,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,48,does-it-have-a-beak:penguin,visual,Does it have a beak?,penguin,penguin_2.wav,nomask,yes,yes,419.87708657,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,49,is-it-comfortable:chair,nonvisual,Is it comfortable?,chair,chair_1.wav,nomask,yes,yes,176.044364067,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,50,does-it-eat-grain:chicken,nonvisual,Does it eat grain?,chicken,chicken_3.wav,nomask,yes,yes,886.051245936,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,51,is-it-round:apple,visual,Is it round?,apple,apple_1.wav,nomask,yes,yes,288.17822448,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,52,does-it-have-a-mane:zebra,visual,Does it have a mane?,zebra,zebra_2.wav,nomask,yes,yes,546.67669606,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,53,is-it-a-mammal:alligator,nonvisual,Is it a mammal?,alligator,alligator_4.wav,mask,no,no,630.282796919,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,54,does-it-bark:dog,nonvisual,Does it bark?,dog,dog_4.wav,mask,yes,yes,126.82073524,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,55,does-it-have-a-tail:pig,visual,Does it have a tail?,pig,pig_3.wav,mask,yes,no,622.215002477,0
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,56,does-it-have-a-caboose:dog,visual,Does it have a caboose?,dog,dog_2.wav,mask,no,no,598.099002927,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,57,does-it-live-in-jungles:lion,nonvisual,Does it live in jungles?,lion,lion_3.wav,mask,yes,yes,699.741689743,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,58,is-it-graceful:swan,nonvisual,Is it graceful?,swan,swan_2.wav,nomask,yes,yes,471.486964452,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,59,is-it-used-for-making-jam:rabbit,nonvisual,Is it used for making jam?,rabbit,rabbit_2.wav,nomask,no,no,276.951170716,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,60,does-it-have-eyes:bottle,visual,Does it have eyes?,bottle,bottle_2.wav,nomask,no,no,598.26320759,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,1,test,61,does-it-have-a-neck:table,visual,Does it have a neck?,table,table_4.wav,nomask,no,no,371.152473468,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,2,test,63,is-it-made-of-metal:train,visual,Is it made of metal?,train,train_1.wav,mask,yes,yes,459.030776372,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,2,test,64,does-it-have-a-skin:banana,visual,Does it have a skin?,banana,banana_4.wav,mask,yes,yes,708.879535232,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,2,test,65,does-it-have-feet:penguin,visual,Does it have feet?,penguin,penguin_3.wav,nomask,yes,yes,660.067858458,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,2,test,66,is-it-an-animal:elephant,nonvisual,Is it an animal?,elephant,elephant_1.wav,nomask,yes,yes,121.546340604,1
MWPR126,126,2016_Jan_28_1400,LL-Jerry,2,test,67,is-it-muddy:pig,visual,Is it muddy?,pig,pig_4.wav,nomask,yes,yes,578.163340433,1
