block_ix,trial_ix,cue,cue_file,cue_mask,ftype,response,qtype,qid,question
-1,-17,giraffe,giraffe_3.wav,nomask,nonvisual,yes,nonvisual-yes,4,Is it a mammal?
-1,-16,alligator,alligator_4.wav,nomask,nonvisual,yes,nonvisual-yes,5,Does it eat people?
-1,-15,mouse,mouse_4.wav,mask,visual,yes,visual-yes,4,Does it have whiskers?
-1,-14,raccoon,raccoon_3.wav,mask,nonvisual,yes,nonvisual-yes,3,Is it nocturnal?
-1,-13,pig,pig_3.wav,mask,nonvisual,yes,nonvisual-yes,1,Is it an animal?
-1,-12,table,table_2.wav,mask,nonvisual,yes,nonvisual-yes,1,Is it used for eating on?
-1,-11,chair,chair_1.wav,nomask,visual,yes,visual-yes,2,Is it made of wood?
-1,-10,camel,camel_3.wav,nomask,nonvisual,no,nonvisual-no,5,Does it live in a coop?
-1,-9,bottle,bottle_4.wav,nomask,visual,yes,visual-yes,5,Does it have a cork?
-1,-8,apple,apple_2.wav,nomask,visual,yes,visual-yes,5,Does it have a core?
-1,-7,penguin,penguin_3.wav,nomask,visual,yes,visual-yes,1,Is it black?
-1,-6,zebra,zebra_3.wav,nomask,nonvisual,no,nonvisual-no,2,Is it used for eating on?
-1,-5,swan,swan_4.wav,mask,nonvisual,yes,nonvisual-yes,3,Does it live on water?
-1,-4,deer,deer_3.wav,nomask,nonvisual,yes,nonvisual-yes,3,Is it a mammal?
-1,-3,tiger,tiger_1.wav,nomask,nonvisual,yes,nonvisual-yes,1,Is it a carnivore?
-1,-2,strawberry,strawberry_3.wav,mask,nonvisual,yes,nonvisual-yes,2,Does it taste sweet?
-1,-1,dog,dog_4.wav,nomask,visual,yes,visual-yes,2,Does it have legs?
0,0,apple,apple_2.wav,mask,nonvisual,yes,nonvisual-yes,5,Is it used for cider?
0,1,pig,pig_1.wav,nomask,visual,no,visual-no,5,Does it have fur?
0,2,raccoon,raccoon_4.wav,nomask,visual,yes,visual-yes,5,Does it have a mask?
0,3,dog,dog_1.wav,nomask,nonvisual,no,nonvisual-no,2,Is it eaten in pies?
0,4,tiger,tiger_4.wav,mask,nonvisual,yes,nonvisual-yes,5,Does it live in India?
0,5,bottle,bottle_1.wav,mask,visual,yes,visual-yes,4,Does it have a neck?
0,6,penguin,penguin_4.wav,nomask,nonvisual,yes,nonvisual-yes,1,Is it a bird?
0,7,alligator,alligator_4.wav,nomask,nonvisual,yes,nonvisual-yes,5,Does it eat people?
0,8,penguin,penguin_4.wav,mask,nonvisual,no,nonvisual-no,1,Is it like a horse?
0,9,chair,chair_2.wav,mask,visual,no,visual-no,5,Does it have a tail?
0,10,alligator,alligator_3.wav,mask,nonvisual,yes,nonvisual-yes,4,Does it live in water?
0,11,tiger,tiger_3.wav,mask,visual,no,visual-no,2,Is it brown?
0,12,raccoon,raccoon_2.wav,mask,visual,yes,visual-yes,2,Does it have a tail?
0,13,deer,deer_2.wav,nomask,nonvisual,yes,nonvisual-yes,4,Is it an herbivore?
0,14,camel,camel_1.wav,mask,visual,yes,visual-yes,5,Is it beige?
0,15,swan,swan_2.wav,mask,visual,yes,visual-yes,3,Does it have feathers?
0,16,table,table_4.wav,nomask,visual,yes,visual-yes,1,Is it made of wood?
0,17,mouse,mouse_4.wav,nomask,nonvisual,no,nonvisual-no,2,Is it used for transportation?
0,18,dog,dog_4.wav,mask,nonvisual,yes,nonvisual-yes,1,Does it bark?
0,19,chair,chair_1.wav,mask,visual,yes,visual-yes,1,Does it have legs?
0,20,camel,camel_3.wav,nomask,nonvisual,no,nonvisual-no,2,Is it graceful?
0,21,strawberry,strawberry_2.wav,mask,visual,yes,visual-yes,1,Is it red?
0,22,raccoon,raccoon_1.wav,nomask,visual,no,visual-no,4,Does it have a long neck?
0,23,pig,pig_2.wav,nomask,visual,no,visual-no,4,Does it have feathers?
