block_ix,trial_ix,cue,cue_file,cue_mask,ftype,response,qtype,qid,question
-1,-10,grasshopper,grasshopper_4.wav,mask,visual,no,visual-no,2,Does it have teeth?
-1,-9,alligator,alligator_1.wav,mask,nonvisual,yes,nonvisual-yes,4,Is it found in summer?
-1,-8,pig,pig_2.wav,mask,nonvisual,yes,nonvisual-yes,5,Does it like mud?
-1,-7,deer,deer_1.wav,mask,nonvisual,yes,nonvisual-yes,1,Is it hunted by people?
-1,-6,swan,swan_4.wav,nomask,nonvisual,yes,nonvisual-yes,2,Is it a bird?
-1,-5,tiger,tiger_1.wav,nomask,visual,yes,visual-yes,3,Is it orange?
-1,-4,chair,chair_2.wav,mask,visual,yes,visual-yes,1,Does it have legs?
-1,-3,pineapple,pineapple_4.wav,nomask,nonvisual,no,nonvisual-no,1,Is it an animal?
-1,-2,elephant,elephant_3.wav,mask,visual,yes,visual-yes,3,Does it have four legs?
-1,-1,bottle,bottle_3.wav,nomask,visual,yes,visual-yes,2,Is it made of plastic?
0,0,chair,chair_4.wav,mask,nonvisual,yes,nonvisual-yes,4,Is it used for relaxing?
0,1,deer,deer_4.wav,mask,visual,yes,visual-yes,3,Does it have eyes?
0,2,alligator,alligator_4.wav,mask,visual,yes,visual-yes,2,Is it long?
0,3,elephant,elephant_1.wav,nomask,visual,no,visual-no,1,Is it made of wood?
0,4,pig,pig_3.wav,nomask,nonvisual,yes,nonvisual-yes,4,Is it smelly?
0,5,bottle,bottle_1.wav,nomask,nonvisual,yes,nonvisual-yes,5,Is it used for holding beer?
0,6,elephant,elephant_4.wav,nomask,nonvisual,yes,nonvisual-yes,1,Is it an animal?
0,7,chair,chair_1.wav,nomask,nonvisual,yes,nonvisual-yes,4,Is it used in circuses?
0,8,tiger,tiger_4.wav,mask,nonvisual,yes,nonvisual-yes,4,Does it live in zoos?
0,9,grasshopper,grasshopper_1.wav,nomask,nonvisual,yes,nonvisual-yes,2,Does it live in grass?
0,10,elephant,elephant_1.wav,nomask,visual,yes,visual-yes,4,Does it have a tail?
0,11,pig,pig_4.wav,mask,visual,yes,visual-yes,1,Is it pink?
0,12,grasshopper,grasshopper_4.wav,mask,visual,no,visual-no,2,Does it have teeth?
0,13,swan,swan_2.wav,nomask,nonvisual,no,nonvisual-no,1,Is it used by riding?
0,14,pineapple,pineapple_4.wav,nomask,nonvisual,no,nonvisual-no,1,Is it an animal?
0,15,swan,swan_2.wav,mask,nonvisual,yes,nonvisual-yes,4,Does it lay eggs?
0,16,elephant,elephant_1.wav,nomask,visual,yes,visual-yes,1,Is it grey?
0,17,tiger,tiger_2.wav,nomask,nonvisual,yes,nonvisual-yes,5,Does it live in India?
0,18,pineapple,pineapple_2.wav,mask,nonvisual,yes,nonvisual-yes,3,Does it grow on trees?
0,19,grasshopper,grasshopper_2.wav,mask,visual,yes,visual-yes,2,Does it have legs?
0,20,bottle,bottle_4.wav,nomask,nonvisual,yes,nonvisual-yes,2,Is it used for holding liquids?
0,21,alligator,alligator_1.wav,mask,nonvisual,no,nonvisual-no,5,Is it a pet?
0,22,elephant,elephant_3.wav,mask,visual,yes,visual-yes,2,Does it have ears?
0,23,pineapple,pineapple_2.wav,nomask,visual,yes,visual-yes,3,Does it have skin?
0,24,elephant,elephant_4.wav,mask,visual,yes,visual-yes,5,Does it have large ears?
0,25,swan,swan_1.wav,mask,visual,no,visual-no,1,Does it have a hump?
0,26,alligator,alligator_2.wav,nomask,visual,yes,visual-yes,4,Does it have a tail?
0,27,bottle,bottle_2.wav,nomask,visual,no,visual-no,5,Does it have teeth?
0,28,pig,pig_3.wav,mask,visual,no,visual-no,2,Does it have wings?
