block_ix,trial_ix,cue,cue_file,cue_mask,ftype,response,qtype,qid,question
-1,-18,deer,deer_3.wav,nomask,nonvisual,no,nonvisual-no,4,Does it eat people?
-1,-17,tiger,tiger_1.wav,nomask,visual,yes,visual-yes,2,Does it have teeth?
-1,-16,bottle,bottle_2.wav,nomask,visual,no,visual-no,3,Does it have armrests?
-1,-15,lion,lion_1.wav,mask,nonvisual,yes,nonvisual-yes,5,Does it roar?
-1,-14,mouse,mouse_4.wav,nomask,nonvisual,yes,nonvisual-yes,3,Does it eat?
-1,-13,table,table_1.wav,mask,nonvisual,yes,nonvisual-yes,1,Is it used for eating on?
-1,-12,alligator,alligator_3.wav,mask,nonvisual,yes,nonvisual-yes,3,Does it live in swamps?
-1,-11,camel,camel_2.wav,mask,visual,no,visual-no,3,Does it have whiskers?
-1,-10,chair,chair_3.wav,nomask,visual,yes,visual-yes,4,Does it have a seat?
-1,-9,giraffe,giraffe_1.wav,mask,visual,yes,visual-yes,2,Is it tall?
-1,-8,apple,apple_2.wav,mask,visual,yes,visual-yes,1,Is it red?
-1,-7,penguin,penguin_4.wav,mask,nonvisual,yes,nonvisual-yes,3,Does it live in the Arctic?
-1,-6,chicken,chicken_1.wav,nomask,visual,no,visual-no,4,Does it have four legs?
-1,-5,swan,swan_2.wav,mask,nonvisual,yes,nonvisual-yes,3,Does it live on water?
-1,-4,raccoon,raccoon_1.wav,mask,nonvisual,yes,nonvisual-yes,4,Does it produce offspring?
-1,-3,elephant,elephant_3.wav,nomask,nonvisual,yes,nonvisual-yes,4,Is it used in circuses?
-1,-2,grasshopper,grasshopper_1.wav,mask,visual,yes,visual-yes,1,Is it green?
-1,-1,pineapple,pineapple_2.wav,mask,nonvisual,yes,nonvisual-yes,4,Does it grow in Hawaii?
0,0,deer,deer_3.wav,nomask,nonvisual,no,nonvisual-no,4,Does it eat people?
0,1,raccoon,raccoon_1.wav,nomask,nonvisual,yes,nonvisual-yes,1,Does it eat garbage?
0,2,camel,camel_4.wav,nomask,visual,yes,visual-yes,1,Does it have a hump?
