block_ix,trial_ix,cue,cue_file,cue_mask,ftype,response,qtype,qid,question
-1,-20,deer,deer_2.wav,mask,visual,no,visual-no,2,Is it green?
-1,-19,mouse,mouse_3.wav,mask,nonvisual,yes,nonvisual-yes,1,Is it a rodent?
-1,-18,donkey,donkey_1.wav,mask,nonvisual,yes,nonvisual-yes,5,Does it make noises?
-1,-17,swan,swan_4.wav,nomask,visual,yes,visual-yes,3,Does it have feathers?
-1,-16,penguin,penguin_1.wav,nomask,visual,yes,visual-yes,4,Does it have wings?
-1,-15,pig,pig_2.wav,nomask,visual,yes,visual-yes,4,Does it have legs?
-1,-14,lion,lion_2.wav,nomask,nonvisual,no,nonvisual-no,1,Is it found in kitchens?
-1,-13,pineapple,pineapple_2.wav,mask,nonvisual,no,nonvisual-no,1,Is it an animal?
-1,-12,chair,chair_1.wav,nomask,nonvisual,no,nonvisual-no,2,Is it nutritious?
-1,-11,tiger,tiger_1.wav,nomask,visual,yes,visual-yes,2,Does it have teeth?
-1,-10,zebra,zebra_1.wav,nomask,nonvisual,yes,nonvisual-yes,2,Does it run fast?
-1,-9,strawberry,strawberry_4.wav,nomask,visual,yes,visual-yes,2,Does it have seeds?
-1,-8,table,table_1.wav,mask,nonvisual,yes,nonvisual-yes,1,Is it used for eating on?
-1,-7,elephant,elephant_4.wav,nomask,visual,no,visual-no,2,Does it have scales?
-1,-6,rabbit,rabbit_1.wav,nomask,visual,no,visual-no,1,Does it have spots?
-1,-5,raccoon,raccoon_4.wav,mask,visual,yes,visual-yes,3,Does it have eyes?
-1,-4,camel,camel_2.wav,nomask,visual,yes,visual-yes,5,Is it beige?
-1,-3,grasshopper,grasshopper_2.wav,mask,visual,yes,visual-yes,2,Does it have legs?
-1,-2,chicken,chicken_1.wav,mask,nonvisual,yes,nonvisual-yes,4,Is it eaten by frying?
-1,-1,alligator,alligator_1.wav,mask,visual,yes,visual-yes,5,Does it have jaws?
0,0,rabbit,rabbit_2.wav,nomask,visual,no,visual-no,2,Is it made of metal?
0,1,pig,pig_1.wav,mask,visual,yes,visual-yes,3,Does it have a snout?
0,2,camel,camel_2.wav,nomask,nonvisual,yes,nonvisual-yes,3,Is it used by riding?
0,3,lion,lion_1.wav,nomask,visual,no,visual-no,4,Is it yellow inside?
0,4,camel,camel_4.wav,mask,visual,yes,visual-yes,3,Does it have legs?
0,5,lion,lion_3.wav,mask,visual,no,visual-no,2,Does it have long legs?
0,6,swan,swan_1.wav,nomask,visual,yes,visual-yes,2,Does it have a beak?
0,7,chair,chair_1.wav,nomask,visual,yes,visual-yes,1,Does it have legs?
0,8,zebra,zebra_4.wav,nomask,visual,yes,visual-yes,2,Does it have four legs?
0,9,pineapple,pineapple_3.wav,mask,nonvisual,yes,nonvisual-yes,5,Is it prickly?
0,10,tiger,tiger_1.wav,nomask,visual,yes,visual-yes,2,Does it have teeth?
0,11,alligator,alligator_1.wav,mask,visual,yes,visual-yes,5,Does it have jaws?
0,12,swan,swan_1.wav,nomask,nonvisual,yes,nonvisual-yes,4,Does it lay eggs?
0,13,table,table_1.wav,mask,nonvisual,yes,nonvisual-yes,1,Is it used for eating on?
0,14,camel,camel_1.wav,nomask,nonvisual,no,nonvisual-no,4,Does it live on a farm?
0,15,deer,deer_1.wav,nomask,nonvisual,no,nonvisual-no,3,Is it loud?
0,16,swan,swan_3.wav,mask,visual,no,visual-no,4,Is it made of wood?
0,17,alligator,alligator_2.wav,mask,visual,no,visual-no,3,Is it round?
0,18,table,table_2.wav,nomask,visual,yes,visual-yes,4,Is it flat?
0,19,pig,pig_3.wav,mask,visual,yes,visual-yes,1,Is it pink?
0,20,chair,chair_3.wav,mask,visual,yes,visual-yes,4,Does it have a seat?
0,21,grasshopper,grasshopper_3.wav,nomask,visual,no,visual-no,2,Does it have teeth?
0,22,table,table_4.wav,mask,nonvisual,yes,nonvisual-yes,4,Is it furniture?
0,23,pineapple,pineapple_2.wav,mask,nonvisual,no,nonvisual-no,1,Is it an animal?
0,24,mouse,mouse_1.wav,nomask,visual,yes,visual-yes,3,Does it have fur?
0,25,pineapple,pineapple_3.wav,nomask,visual,no,visual-no,5,Does it have a tail?
0,26,lion,lion_3.wav,nomask,visual,yes,visual-yes,2,Does it have fur?
0,27,chicken,chicken_3.wav,mask,visual,yes,visual-yes,2,Does it have wings?
0,28,rabbit,rabbit_4.wav,mask,nonvisual,yes,nonvisual-yes,4,Is it hunted by people?
0,29,mouse,mouse_2.wav,nomask,nonvisual,yes,nonvisual-yes,2,Is it an animal?
0,30,grasshopper,grasshopper_3.wav,mask,visual,yes,visual-yes,4,Does it have antennae?
0,31,tiger,tiger_3.wav,mask,nonvisual,yes,nonvisual-yes,1,Is it a carnivore?
0,32,donkey,donkey_1.wav,mask,nonvisual,yes,nonvisual-yes,5,Does it make noises?
0,33,elephant,elephant_4.wav,nomask,nonvisual,yes,nonvisual-yes,2,Does it live in Africa?
0,34,tiger,tiger_2.wav,mask,nonvisual,no,nonvisual-no,1,Is it used for sitting on?
