subj_id,seed,experimenter,date,computer,block,block_type,trial,proposition_id,feat_type,question,cue,cue_file,mask_type,correct_response,response,rt,is_correct
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,0,practice,1,does-it-have-an-inside:pineapple,visual,Does it have an inside?,pineapple,pineapple_2.wav,nomask,yes,timeout,2000.0,0
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,0,practice,2,does-it-have-a-tail:banana,visual,Does it have a tail?,banana,banana_1.wav,mask,no,no,815.092629171,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,0,practice,3,is-it-used-for-making-jam:rabbit,nonvisual,Is it used for making jam?,rabbit,rabbit_4.wav,mask,no,no,1065.01732813,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,0,practice,4,does-it-have-four-legs:elephant,visual,Does it have four legs?,elephant,elephant_2.wav,nomask,yes,yes,890.051953844,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,0,practice,5,is-it-a-mammal:bike,nonvisual,Is it a mammal?,bike,bike_2.wav,mask,no,no,706.685176468,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,0,practice,6,is-it-fast:deer,nonvisual,Is it fast?,deer,deer_2.wav,mask,yes,no,998.197252979,0
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,8,is-it-grey:mouse,visual,Is it grey?,mouse,mouse_4.wav,mask,yes,yes,998.364019906,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,9,does-it-have-a-tail:lion,visual,Does it have a tail?,lion,lion_1.wav,mask,yes,yes,973.371389904,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,10,is-it-a-reptile:elephant,nonvisual,Is it a reptile?,elephant,elephant_1.wav,mask,no,no,815.043015289,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,11,is-it-small:donkey,visual,Is it small?,donkey,donkey_2.wav,nomask,no,no,1048.35760209,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,12,is-it-pink:pig,visual,Is it pink?,pig,pig_1.wav,nomask,yes,yes,765.025746427,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,13,is-it-furniture:donkey,nonvisual,Is it furniture?,donkey,donkey_2.wav,mask,no,no,748.377543641,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,14,is-it-black:tiger,visual,Is it black?,tiger,tiger_4.wav,nomask,no,no,773.386178073,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,15,does-it-have-hooves:chicken,visual,Does it have hooves?,chicken,chicken_3.wav,nomask,no,no,1406.68431215,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,16,is-it-black:penguin,visual,Is it black?,penguin,penguin_4.wav,nomask,yes,no,898.356689839,0
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,17,does-it-have-legs:grasshopper,visual,Does it have legs?,grasshopper,grasshopper_3.wav,mask,yes,yes,1206.66965202,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,18,does-it-have-a-skin:banana,visual,Does it have a skin?,banana,banana_2.wav,mask,yes,no,840.731520904,0
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,19,is-it-used-for-sitting-on:chair,nonvisual,Is it used for sitting on?,chair,chair_3.wav,mask,yes,yes,873.362139333,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,20,does-it-have-seeds:camel,visual,Does it have seeds?,camel,camel_1.wav,nomask,no,no,948.644114542,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,21,does-it-have-legs:donkey,visual,Does it have legs?,donkey,donkey_3.wav,mask,yes,yes,731.7536677,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,22,does-it-have-sleeves:bike,visual,Does it have sleeves?,bike,bike_2.wav,nomask,no,no,881.696003373,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,23,is-it-found-in-kitchens:table,nonvisual,Is it found in kitchens?,table,table_4.wav,mask,yes,yes,924.310550094,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,24,is-it-tall:giraffe,visual,Is it tall?,giraffe,giraffe_2.wav,mask,yes,yes,806.701469002,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,25,does-it-have-a-beak:apple,visual,Does it have a beak?,apple,apple_4.wav,mask,no,no,806.70018855,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,26,is-it-an-animal:elephant,nonvisual,Is it an animal?,elephant,elephant_3.wav,nomask,yes,yes,765.069598798,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,27,is-it-loud:deer,nonvisual,Is it loud?,deer,deer_1.wav,nomask,no,no,1006.69820409,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,28,is-it-small:alligator,visual,Is it small?,alligator,alligator_4.wav,mask,no,no,1198.34507059,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,29,is-it-furry:raccoon,nonvisual,Is it furry?,raccoon,raccoon_2.wav,mask,yes,yes,1098.36494818,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,30,does-it-taste-good:grasshopper,nonvisual,Does it taste good?,grasshopper,grasshopper_4.wav,mask,no,no,798.363763723,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,31,does-it-have-stripes:camel,visual,Does it have stripes?,camel,camel_1.wav,mask,no,no,956.671332475,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,32,is-it-black:apple,visual,Is it black?,apple,apple_4.wav,mask,no,no,748.357377946,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,33,is-it-beige:camel,visual,Is it beige?,camel,camel_4.wav,mask,yes,yes,706.724547432,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,34,does-it-have-ears:elephant,visual,Does it have ears?,elephant,elephant_2.wav,mask,yes,yes,1673.22904582,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,35,is-it-made-of-wood:swan,visual,Is it made of wood?,swan,swan_2.wav,nomask,no,no,1298.3556015,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,36,is-it-an-animal:lion,nonvisual,Is it an animal?,lion,lion_2.wav,mask,yes,yes,731.708214851,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,37,does-it-grow-on-trees:pig,nonvisual,Does it grow on trees?,pig,pig_1.wav,mask,no,no,781.656024163,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,38,does-it-have-hooves:donkey,visual,Does it have hooves?,donkey,donkey_2.wav,nomask,yes,yes,1090.02020082,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,39,does-it-grow-in-tropical-climates:banana,nonvisual,Does it grow in tropical climates?,banana,banana_2.wav,nomask,yes,yes,1056.71163194,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,40,is-it-worn-for-the-rain:chicken,nonvisual,Is it worn for the rain?,chicken,chicken_3.wav,nomask,no,no,823.372718296,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,41,does-it-have-stripes:zebra,visual,Does it have stripes?,zebra,zebra_4.wav,nomask,yes,yes,1197.94975931,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,42,is-it-breakable:bottle,nonvisual,Is it breakable?,bottle,bottle_4.wav,nomask,yes,yes,815.061580506,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,43,is-it-fast:apple,nonvisual,Is it fast?,apple,apple_2.wav,mask,no,no,756.731893518,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,44,is-it-worn-in-cold-temperatures:banana,nonvisual,Is it worn in cold temperatures?,banana,banana_1.wav,nomask,no,no,923.381008557,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,45,does-it-grow-in-tropical-climates:train,nonvisual,Does it grow in tropical climates?,train,train_2.wav,mask,no,no,948.373638559,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,46,does-it-have-wings:swan,visual,Does it have wings?,swan,swan_3.wav,mask,yes,yes,981.668123626,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,47,does-it-like-mud:pig,nonvisual,Does it like mud?,pig,pig_4.wav,mask,yes,yes,740.038237884,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,48,does-it-have-whiskers:pineapple,visual,Does it have whiskers?,pineapple,pineapple_2.wav,mask,no,no,806.719074026,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,49,is-it-small:toad,visual,Is it small?,toad,toad_3.wav,mask,yes,yes,1173.35372092,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,50,is-it-used-for-cider:deer,nonvisual,Is it used for cider?,deer,deer_3.wav,nomask,no,no,631.722650956,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,51,is-it-a-fruit:mouse,nonvisual,Is it a fruit?,mouse,mouse_3.wav,mask,no,no,840.444720234,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,52,is-it-used-for-holding-things:bottle,nonvisual,Is it used for holding things?,bottle,bottle_1.wav,mask,yes,yes,1073.33902875,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,53,is-it-used-for-holding-things:carrot,nonvisual,Is it used for holding things?,carrot,carrot_3.wav,nomask,no,no,856.714576716,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,54,does-it-have-a-neck:table,visual,Does it have a neck?,table,table_2.wav,mask,no,no,856.741784257,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,55,does-it-have-teeth:bottle,visual,Does it have teeth?,bottle,bottle_1.wav,nomask,no,no,1023.37585506,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,56,does-it-drink-water:camel,nonvisual,Does it drink water?,camel,camel_1.wav,mask,yes,yes,665.096838376,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,57,does-it-lay-eggs:dog,nonvisual,Does it lay eggs?,dog,dog_4.wav,nomask,no,no,1081.69785992,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,58,does-it-waddle:lion,nonvisual,Does it waddle?,lion,lion_2.wav,mask,no,no,748.822788824,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,59,does-it-eat-carrots:rabbit,nonvisual,Does it eat carrots?,rabbit,rabbit_1.wav,mask,yes,yes,706.715264823,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,60,is-it-red:zebra,visual,Is it red?,zebra,zebra_4.wav,mask,no,no,723.38459373,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,61,does-it-have-sleeves:jacket,visual,Does it have sleeves?,jacket,jacket_1.wav,mask,yes,yes,673.370205564,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,62,does-it-have-whiskers:toad,visual,Does it have whiskers?,toad,toad_1.wav,mask,no,no,731.732861837,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,63,is-it-used-for-holding-beer:raccoon,nonvisual,Is it used for holding beer?,raccoon,raccoon_1.wav,mask,no,no,890.035949298,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,64,does-it-have-jaws:alligator,visual,Does it have jaws?,alligator,alligator_1.wav,mask,yes,yes,840.040126583,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,65,does-it-have-ears:strawberry,visual,Does it have ears?,strawberry,strawberry_3.wav,mask,no,no,1006.65179105,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,66,is-it-clothing:jacket,nonvisual,Is it clothing?,jacket,jacket_4.wav,nomask,yes,yes,723.517110921,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,67,does-it-have-a-seat:rabbit,visual,Does it have a seat?,rabbit,rabbit_4.wav,nomask,no,no,681.724555441,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,68,does-it-eat-leaves:giraffe,nonvisual,Does it eat leaves?,giraffe,giraffe_4.wav,mask,yes,yes,748.390347231,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,69,is-it-tropical:pineapple,nonvisual,Is it tropical?,pineapple,pineapple_4.wav,mask,yes,yes,723.353864974,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,70,is-it-worn-for-the-rain:jacket,nonvisual,Is it worn for the rain?,jacket,jacket_4.wav,mask,yes,yes,665.056186961,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,1,test,71,does-it-have-a-long-neck:swan,visual,Does it have a long neck?,swan,swan_1.wav,nomask,yes,yes,990.088412073,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,2,test,73,does-it-have-four-legs:deer,visual,Does it have four legs?,deer,deer_2.wav,nomask,yes,yes,715.051689767,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,2,test,74,does-it-have-whiskers:tiger,visual,Does it have whiskers?,tiger,tiger_2.wav,mask,yes,yes,1398.35172833,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,2,test,75,does-it-bark:dog,nonvisual,Does it bark?,dog,dog_3.wav,mask,yes,yes,656.709199189,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,2,test,76,does-it-have-an-engine:grasshopper,visual,Does it have an engine?,grasshopper,grasshopper_3.wav,mask,no,no,840.041726944,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,2,test,77,is-it-brown:camel,visual,Is it brown?,camel,camel_2.wav,nomask,yes,yes,1023.39698107,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,2,test,78,does-it-have-legs:pig,visual,Does it have legs?,pig,pig_3.wav,nomask,yes,yes,956.721906783,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,2,test,79,does-it-live-on-water:swan,nonvisual,Does it live on water?,swan,swan_1.wav,mask,yes,yes,1073.3623954,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,2,test,80,is-it-juicy:pineapple,nonvisual,Is it juicy?,pineapple,pineapple_4.wav,mask,yes,yes,790.036621504,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,2,test,81,does-it-have-an-engine:train,visual,Does it have an engine?,train,train_2.wav,nomask,yes,yes,865.229291725,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,2,test,82,does-it-have-hair:dog,visual,Does it have hair?,dog,dog_2.wav,nomask,yes,yes,1015.07015887,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,2,test,83,is-it-an-animal:mouse,nonvisual,Is it an animal?,mouse,mouse_2.wav,nomask,yes,yes,781.73732711,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,2,test,84,is-it-yellow:banana,visual,Is it yellow?,banana,banana_2.wav,mask,yes,yes,798.398653627,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,2,test,85,does-it-have-legs:pineapple,visual,Does it have legs?,pineapple,pineapple_3.wav,nomask,no,no,715.057131252,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,2,test,86,is-it-a-container:banana,nonvisual,Is it a container?,banana,banana_2.wav,nomask,no,no,665.064189234,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,2,test,87,is-it-an-animal:zebra,nonvisual,Is it an animal?,zebra,zebra_2.wav,mask,yes,yes,590.056851157,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,2,test,88,is-it-used-for-cider:apple,nonvisual,Is it used for cider?,apple,apple_4.wav,mask,yes,yes,465.053370222,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,2,test,89,does-it-have-a-pointed-end:donkey,visual,Does it have a pointed end?,donkey,donkey_1.wav,nomask,no,no,798.437384423,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,2,test,90,does-it-have-hair:jacket,visual,Does it have hair?,jacket,jacket_4.wav,nomask,no,no,998.35217651,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,2,test,91,does-it-have-many-cars:carrot,visual,Does it have many cars?,carrot,carrot_3.wav,nomask,no,no,698.383001261,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,2,test,92,is-it-an-insect:strawberry,nonvisual,Is it an insect?,strawberry,strawberry_4.wav,nomask,no,no,848.428405938,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,2,test,93,does-it-have-a-tail:mouse,visual,Does it have a tail?,mouse,mouse_3.wav,nomask,yes,no,1106.64471705,0
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,2,test,94,is-it-fast:banana,nonvisual,Is it fast?,banana,banana_3.wav,mask,no,no,756.74501725,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,2,test,95,does-it-have-a-zipper:jacket,visual,Does it have a zipper?,jacket,jacket_3.wav,mask,yes,yes,790.035021142,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,2,test,96,is-it-made-of-wood:table,visual,Is it made of wood?,table,table_3.wav,mask,yes,yes,831.710423576,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,2,test,97,does-it-have-legs:camel,visual,Does it have legs?,camel,camel_2.wav,nomask,yes,yes,973.372350098,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,2,test,98,is-it-furry:donkey,nonvisual,Is it furry?,donkey,donkey_3.wav,nomask,yes,yes,798.363443697,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,2,test,99,does-it-have-hooves:elephant,visual,Does it have hooves?,elephant,elephant_3.wav,nomask,no,yes,890.03947028,0
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,2,test,100,is-it-an-animal:alligator,nonvisual,Is it an animal?,alligator,alligator_4.wav,mask,yes,yes,773.353528813,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,2,test,101,does-it-lay-eggs:donkey,nonvisual,Does it lay eggs?,donkey,donkey_4.wav,nomask,no,no,1053.8810757,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,2,test,102,does-it-have-a-hump:swan,visual,Does it have a hump?,swan,swan_2.wav,mask,no,no,848.357346025,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,2,test,103,does-it-require-a-conductor:grasshopper,nonvisual,Does it require a conductor?,grasshopper,grasshopper_3.wav,mask,no,no,648.351008189,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,2,test,104,does-it-eat-peanuts:elephant,nonvisual,Does it eat peanuts?,elephant,elephant_1.wav,mask,yes,no,1006.67611789,0
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,2,test,105,is-it-round:apple,visual,Is it round?,apple,apple_3.wav,nomask,yes,yes,923.371405923,1
PV140,140,NS,2016_Mar_16_1219,LL-ELAINE,2,test,106,is-it-an-amphibian:bottle,nonvisual,Is it an amphibian?,bottle,bottle_3.wav,mask,no,no,740.065445658,1
