subj_id,seed,experimenter,date,computer,block,block_type,trial,proposition_id,feat_type,question,cue,cue_file,mask_type,correct_response,response,rt,is_correct
PV117,117,JR,2016_Feb_29_1414,LL-George,0,practice,1,does-it-have-wings:swan,visual,Does it have wings?,swan,swan_1.wav,nomask,yes,yes,1341.24129766,1
PV117,117,JR,2016_Feb_29_1414,LL-George,0,practice,2,does-it-have-hair:jacket,visual,Does it have hair?,jacket,jacket_3.wav,mask,no,no,1724.73504802,1
PV117,117,JR,2016_Feb_29_1414,LL-George,0,practice,3,is-it-prickly:dog,nonvisual,Is it prickly?,dog,dog_1.wav,mask,no,no,1524.60637293,1
PV117,117,JR,2016_Feb_29_1414,LL-George,0,practice,4,does-it-have-ears:strawberry,visual,Does it have ears?,strawberry,strawberry_4.wav,nomask,no,no,1424.4168814,1
PV117,117,JR,2016_Feb_29_1414,LL-George,0,practice,5,does-it-eat-peanuts:elephant,nonvisual,Does it eat peanuts?,elephant,elephant_1.wav,nomask,yes,yes,1891.38485666,1
PV117,117,JR,2016_Feb_29_1414,LL-George,0,practice,6,does-it-have-green-leaves:raccoon,visual,Does it have green leaves?,raccoon,raccoon_4.wav,mask,no,no,1074.42920469,1
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,8,is-it-small:donkey,visual,Is it small?,donkey,donkey_1.wav,nomask,no,no,1691.24433852,1
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,9,is-it-large:mouse,visual,Is it large?,mouse,mouse_3.wav,nomask,no,no,1274.3411808,1
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,10,does-it-have-a-cork:camel,visual,Does it have a cork?,camel,camel_2.wav,nomask,no,no,1307.89590767,1
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,11,does-it-have-a-hump:swan,visual,Does it have a hump?,swan,swan_2.wav,nomask,no,no,1424.90757478,1
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,12,is-it-used-for-relaxing:tiger,nonvisual,Is it used for relaxing?,tiger,tiger_4.wav,mask,no,no,1057.92007421,1
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,13,does-it-have-a-seat:rabbit,visual,Does it have a seat?,rabbit,rabbit_4.wav,nomask,no,no,890.803578543,1
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,14,does-it-bark:dog,nonvisual,Does it bark?,dog,dog_4.wav,nomask,yes,yes,1024.27252219,1
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,15,does-it-have-a-tail:donkey,visual,Does it have a tail?,donkey,donkey_3.wav,mask,yes,yes,1357.9744891,1
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,16,is-it-used-for-eating-on:table,nonvisual,Is it used for eating on?,table,table_4.wav,nomask,yes,yes,1308.1206088,1
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,17,does-it-have-sleeves:bike,visual,Does it have sleeves?,bike,bike_2.wav,mask,no,no,924.323095824,1
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,18,does-it-have-ears:rabbit,visual,Does it have ears?,rabbit,rabbit_3.wav,nomask,yes,yes,1224.53851451,1
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,19,does-it-eat-leaves:jacket,nonvisual,Does it eat leaves?,jacket,jacket_3.wav,nomask,no,no,1507.83285056,1
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,20,does-it-taste-good:strawberry,nonvisual,Does it taste good?,strawberry,strawberry_3.wav,nomask,yes,yes,1057.50748201,1
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,21,does-it-have-stripes:zebra,visual,Does it have stripes?,zebra,zebra_1.wav,mask,yes,yes,1007.7205,1
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,22,does-it-have-a-tail:strawberry,visual,Does it have a tail?,strawberry,strawberry_3.wav,mask,no,no,1174.3690283,1
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,23,does-it-grow-on-trees:pig,nonvisual,Does it grow on trees?,pig,pig_1.wav,mask,no,no,890.706592239,1
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,24,does-it-have-different-speeds:bike,nonvisual,Does it have different speeds?,bike,bike_4.wav,nomask,yes,yes,1074.09823465,1
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,25,is-it-used-for-holding-things:carrot,nonvisual,Is it used for holding things?,carrot,carrot_4.wav,nomask,no,no,1324.66206804,1
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,26,is-it-eaten-by-frying:giraffe,nonvisual,Is it eaten by frying?,giraffe,giraffe_1.wav,mask,no,no,1041.18816322,1
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,27,does-it-have-pockets:apple,visual,Does it have pockets?,apple,apple_1.wav,nomask,no,no,1908.34915091,1
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,28,is-it-green:grasshopper,visual,Is it green?,grasshopper,grasshopper_4.wav,nomask,yes,yes,974.325816613,1
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,29,is-it-an-animal:alligator,nonvisual,Is it an animal?,alligator,alligator_3.wav,mask,yes,yes,1024.36758787,1
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,30,does-it-have-long-legs:giraffe,visual,Does it have long legs?,giraffe,giraffe_3.wav,mask,yes,yes,840.841508936,1
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,31,does-it-grow-in-tropical-climates:train,nonvisual,Does it grow in tropical climates?,train,train_2.wav,nomask,no,no,1091.8288175,1
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,32,is-it-large:camel,visual,Is it large?,camel,camel_1.wav,nomask,yes,yes,1091.2523407,1
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,33,does-it-have-a-neck:table,visual,Does it have a neck?,table,table_2.wav,mask,no,no,1191.17263891,1
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,34,does-it-have-a-beak:raccoon,visual,Does it have a beak?,raccoon,raccoon_3.wav,nomask,no,no,1007.70961703,1
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,35,is-it-used-for-holding-things:bottle,nonvisual,Is it used for holding things?,bottle,bottle_2.wav,mask,yes,no,1675.50789821,0
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,36,is-it-a-carnivore:lion,nonvisual,Is it a carnivore?,lion,lion_3.wav,mask,yes,yes,1057.88422457,1
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,37,does-it-eat:camel,nonvisual,Does it eat?,camel,camel_3.wav,mask,yes,yes,942.548853345,1
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,38,is-it-smelly:pig,nonvisual,Is it smelly?,pig,pig_3.wav,mask,yes,yes,1124.40183735,1
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,39,does-it-have-hair:dog,visual,Does it have hair?,dog,dog_1.wav,nomask,yes,yes,991.204327554,1
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,40,is-it-loud:deer,nonvisual,Is it loud?,deer,deer_1.wav,nomask,no,no,1124.8800474,1
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,41,is-it-furry:toad,nonvisual,Is it furry?,toad,toad_1.wav,nomask,no,no,991.055807215,1
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,42,is-it-worn-in-cold-temperatures:banana,nonvisual,Is it worn in cold temperatures?,banana,banana_4.wav,mask,no,no,1057.83365073,1
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,43,is-it-used-for-holding-beer:raccoon,nonvisual,Is it used for holding beer?,raccoon,raccoon_2.wav,nomask,no,no,907.637277385,1
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,44,is-it-an-amphibian:bottle,nonvisual,Is it an amphibian?,bottle,bottle_3.wav,mask,no,no,1141.2217723,1
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,45,is-it-round:apple,visual,Is it round?,apple,apple_1.wav,mask,yes,yes,1201.00283273,1
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,46,does-it-have-a-skin:banana,visual,Does it have a skin?,banana,banana_3.wav,nomask,yes,timeout,2000.0,0
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,47,is-it-red:zebra,visual,Is it red?,zebra,zebra_2.wav,nomask,no,no,975.036089774,1
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,48,is-it-green:giraffe,visual,Is it green?,giraffe,giraffe_3.wav,mask,no,no,1091.27058554,1
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,49,is-it-furry:donkey,nonvisual,Is it furry?,donkey,donkey_1.wav,nomask,yes,yes,1191.25490135,1
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,50,does-it-have-four-legs:swan,visual,Does it have four legs?,swan,swan_2.wav,nomask,no,no,1391.83393877,1
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,51,does-it-grow-on-trees:donkey,nonvisual,Does it grow on trees?,donkey,donkey_4.wav,mask,no,no,874.502184568,1
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,52,does-it-have-many-cars:carrot,visual,Does it have many cars?,carrot,carrot_2.wav,nomask,no,no,907.713137916,1
PV117,117,JR,2016_Feb_29_1414,LL-George,1,test,53,does-it-have-wings:lion,visual,Does it have wings?,lion,lion_3.wav,mask,no,no,940.997711383,1
