subj_id,seed,experimenter,date,computer,block,block_type,trial,proposition_id,feat_type,question,cue,cue_file,mask_type,correct_response,response,rt,is_correct
PV127,127,JR,2016_Mar_04_1235,LL-George,0,practice,1,does-it-have-jaws:alligator,visual,Does it have jaws?,alligator,alligator_3.wav,nomask,yes,yes,1374.70576004,1
PV127,127,JR,2016_Mar_04_1235,LL-George,0,practice,2,does-it-grow-on-trees:donkey,nonvisual,Does it grow on trees?,donkey,donkey_4.wav,mask,no,no,1157.92711615,1
PV127,127,JR,2016_Mar_04_1235,LL-George,0,practice,3,is-it-green:grasshopper,visual,Is it green?,grasshopper,grasshopper_3.wav,mask,yes,yes,1408.02074154,1
PV127,127,JR,2016_Mar_04_1235,LL-George,0,practice,4,does-it-like-mud:penguin,nonvisual,Does it like mud?,penguin,penguin_2.wav,mask,no,no,1041.05692753,1
PV127,127,JR,2016_Mar_04_1235,LL-George,0,practice,5,does-it-spit:camel,nonvisual,Does it spit?,camel,camel_3.wav,nomask,yes,yes,1341.43943153,1
PV127,127,JR,2016_Mar_04_1235,LL-George,0,practice,6,does-it-have-teeth:bottle,visual,Does it have teeth?,bottle,bottle_4.wav,mask,no,no,957.648960641,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,8,is-it-grey:lion,visual,Is it grey?,lion,lion_2.wav,nomask,no,no,1274.51306744,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,9,does-it-have-ears:strawberry,visual,Does it have ears?,strawberry,strawberry_2.wav,mask,no,no,957.636797102,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,10,does-it-have-different-speeds:banana,nonvisual,Does it have different speeds?,banana,banana_2.wav,mask,no,no,790.48413178,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,11,does-it-have-pockets:apple,visual,Does it have pockets?,apple,apple_3.wav,nomask,no,no,841.491925763,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,12,does-it-eat-people:deer,nonvisual,Does it eat people?,deer,deer_4.wav,nomask,no,no,824.334298726,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,13,does-it-have-eyes:bottle,visual,Does it have eyes?,bottle,bottle_3.wav,nomask,no,no,757.493398152,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,14,is-it-used-for-holding-things:carrot,nonvisual,Is it used for holding things?,carrot,carrot_2.wav,mask,no,no,740.927932318,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,15,does-it-have-hooves:banana,visual,Does it have hooves?,banana,banana_3.wav,mask,no,no,792.411695933,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,16,does-it-have-a-hump:swan,visual,Does it have a hump?,swan,swan_3.wav,nomask,no,no,1107.65328165,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,17,does-it-have-hair:jacket,visual,Does it have hair?,jacket,jacket_4.wav,mask,no,no,940.995470854,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,18,is-it-used-for-sitting-on:tiger,nonvisual,Is it used for sitting on?,tiger,tiger_3.wav,nomask,no,no,724.16881402,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,19,is-it-round:apple,visual,Is it round?,apple,apple_4.wav,mask,yes,yes,857.630715705,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,20,is-it-red:zebra,visual,Is it red?,zebra,zebra_2.wav,mask,no,no,807.694572955,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,21,does-it-have-legs:camel,visual,Does it have legs?,camel,camel_3.wav,nomask,yes,yes,857.738584979,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,22,is-it-flat:table,visual,Is it flat?,table,table_3.wav,mask,yes,yes,957.68160955,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,23,is-it-eaten-by-frying:giraffe,nonvisual,Is it eaten by frying?,giraffe,giraffe_4.wav,nomask,no,no,724.139045924,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,24,is-it-used-for-holding-liquids:bottle,nonvisual,Is it used for holding liquids?,bottle,bottle_1.wav,nomask,yes,yes,557.34679848,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,25,is-it-an-animal:mouse,nonvisual,Is it an animal?,mouse,mouse_3.wav,nomask,yes,yes,824.017092586,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,26,is-it-a-root:chair,nonvisual,Is it a root?,chair,chair_1.wav,nomask,no,no,1124.41368052,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,27,does-it-have-feet:rabbit,visual,Does it have feet?,rabbit,rabbit_4.wav,mask,yes,yes,940.970184049,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,28,does-it-have-a-cushion:deer,visual,Does it have a cushion?,deer,deer_4.wav,nomask,no,no,924.217787106,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,29,is-it-eaten-by-rabbits:zebra,nonvisual,Is it eaten by rabbits?,zebra,zebra_2.wav,mask,no,no,657.45146689,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,30,does-it-live-in-africa:elephant,nonvisual,Does it live in Africa?,elephant,elephant_1.wav,nomask,yes,yes,757.512603421,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,31,does-it-live-in-a-coop:chicken,nonvisual,Does it live in a coop?,chicken,chicken_1.wav,mask,yes,yes,807.506361743,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,32,does-it-have-four-legs:elephant,visual,Does it have four legs?,elephant,elephant_4.wav,mask,yes,yes,740.856553195,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,33,is-it-clothing:jacket,nonvisual,Is it clothing?,jacket,jacket_4.wav,nomask,yes,yes,674.083830789,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,34,is-it-smelly:pig,nonvisual,Is it smelly?,pig,pig_4.wav,nomask,yes,yes,974.413520424,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,35,does-it-have-hooves:donkey,visual,Does it have hooves?,donkey,donkey_2.wav,nomask,yes,yes,891.047805082,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,36,does-it-have-a-cork:camel,visual,Does it have a cork?,camel,camel_3.wav,mask,no,no,824.238592992,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,37,does-it-have-a-long-neck:swan,visual,Does it have a long neck?,swan,swan_2.wav,nomask,yes,yes,990.992109757,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,38,is-it-muddy:giraffe,visual,Is it muddy?,giraffe,giraffe_1.wav,nomask,no,no,1607.62511403,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,39,does-it-have-legs:pineapple,visual,Does it have legs?,pineapple,pineapple_2.wav,nomask,no,no,1041.01083498,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,40,is-it-made-of-wood:swan,visual,Is it made of wood?,swan,swan_3.wav,mask,no,no,740.881199716,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,41,is-it-fast:apple,nonvisual,Is it fast?,apple,apple_3.wav,nomask,no,no,790.671062423,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,42,does-it-bark:dog,nonvisual,Does it bark?,dog,dog_1.wav,nomask,yes,yes,641.780964565,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,43,does-it-grow-in-tropical-climates:train,nonvisual,Does it grow in tropical climates?,train,train_1.wav,nomask,no,no,857.545572333,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,44,does-it-have-wings:lion,visual,Does it have wings?,lion,lion_4.wav,nomask,no,no,1007.6142312,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,45,does-it-have-an-engine:train,visual,Does it have an engine?,train,train_3.wav,mask,yes,yes,807.705135783,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,46,is-it-made-of-wood:grasshopper,visual,Is it made of wood?,grasshopper,grasshopper_2.wav,nomask,no,no,1441.37061271,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,47,does-it-have-a-skin:table,visual,Does it have a skin?,table,table_4.wav,nomask,no,no,757.2965445,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,48,does-it-grow-underground:tiger,nonvisual,Does it grow underground?,tiger,tiger_1.wav,nomask,no,no,757.5058816,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,49,does-it-have-a-snout:pig,visual,Does it have a snout?,pig,pig_2.wav,nomask,yes,yes,574.366147397,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,50,does-it-produce-offspring:raccoon,nonvisual,Does it produce offspring?,raccoon,raccoon_3.wav,nomask,yes,yes,807.575180428,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,51,is-it-pink:pig,visual,Is it pink?,pig,pig_3.wav,nomask,yes,yes,574.079989688,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,52,does-it-have-a-seat:rabbit,visual,Does it have a seat?,rabbit,rabbit_4.wav,nomask,no,no,709.119280567,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,53,is-it-an-animal:bottle,nonvisual,Is it an animal?,bottle,bottle_4.wav,nomask,no,no,807.589264354,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,54,is-it-used-for-sitting-on:chair,nonvisual,Is it used for sitting on?,chair,chair_1.wav,nomask,yes,yes,690.563833341,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,55,does-it-have-legs:donkey,visual,Does it have legs?,donkey,donkey_3.wav,mask,yes,yes,874.499303754,1
PV127,127,JR,2016_Mar_04_1235,LL-George,1,test,56,is-it-a-carnivore:lion,nonvisual,Is it a carnivore?,lion,lion_4.wav,nomask,yes,yes,707.368724281,1
