block_ix,trial_ix,cue,cue_file,cue_mask,ftype,response,qtype,qid,question
-1,-22,tiger,tiger_2.wav,nomask,nonvisual,yes,nonvisual-yes,5,Does it live in India?
-1,-21,chair,chair_2.wav,mask,visual,yes,visual-yes,3,Does it have armrests?
-1,-20,elephant,elephant_3.wav,mask,nonvisual,yes,nonvisual-yes,4,Is it used in circuses?
-1,-19,pig,pig_4.wav,nomask,nonvisual,yes,nonvisual-yes,3,Is it eaten as bacon?
-1,-18,strawberry,strawberry_1.wav,mask,nonvisual,yes,nonvisual-yes,1,Is it a fruit?
-1,-17,giraffe,giraffe_2.wav,mask,visual,yes,visual-yes,3,Does it have long legs?
-1,-16,zebra,zebra_4.wav,nomask,visual,yes,visual-yes,2,Does it have four legs?
-1,-15,penguin,penguin_2.wav,nomask,visual,yes,visual-yes,4,Does it have wings?
-1,-14,donkey,donkey_2.wav,mask,visual,yes,visual-yes,1,Does it have legs?
-1,-13,deer,deer_3.wav,mask,visual,yes,visual-yes,2,Does it have four legs?
-1,-12,dog,dog_3.wav,mask,nonvisual,no,nonvisual-no,4,Is it prickly?
-1,-11,table,table_3.wav,nomask,visual,yes,visual-yes,4,Is it flat?
-1,-10,raccoon,raccoon_1.wav,nomask,visual,no,visual-no,1,Is it black?
-1,-9,swan,swan_4.wav,mask,visual,no,visual-no,3,Does it have four legs?
-1,-8,camel,camel_2.wav,nomask,visual,no,visual-no,5,Does it have green leaves?
-1,-7,pineapple,pineapple_4.wav,nomask,nonvisual,yes,nonvisual-yes,2,Is it tropical?
-1,-6,mouse,mouse_3.wav,nomask,nonvisual,yes,nonvisual-yes,5,Does it eat cheese?
-1,-5,chicken,chicken_1.wav,nomask,nonvisual,no,nonvisual-no,1,Is it used for holding liquids?
-1,-4,lion,lion_2.wav,mask,nonvisual,no,nonvisual-no,2,Does it eat cheese?
-1,-3,bottle,bottle_4.wav,nomask,visual,no,visual-no,1,Does it have feet?
-1,-2,apple,apple_1.wav,nomask,visual,yes,visual-yes,1,Is it red?
-1,-1,grasshopper,grasshopper_3.wav,mask,nonvisual,yes,nonvisual-yes,2,Does it live in grass?
0,0,zebra,zebra_4.wav,nomask,visual,yes,visual-yes,4,Does it have a mane?
0,1,mouse,mouse_1.wav,nomask,nonvisual,no,nonvisual-no,2,Is it used for transportation?
0,2,lion,lion_2.wav,nomask,visual,yes,visual-yes,3,Does it have a tail?
0,3,dog,dog_2.wav,nomask,visual,yes,visual-yes,3,Does it have a tail?
0,4,apple,apple_1.wav,nomask,nonvisual,no,nonvisual-no,4,Is it timid?
0,5,zebra,zebra_4.wav,nomask,visual,yes,visual-yes,2,Does it have four legs?
0,6,mouse,mouse_3.wav,mask,visual,yes,visual-yes,3,Does it have fur?
0,7,giraffe,giraffe_3.wav,mask,visual,yes,visual-yes,2,Is it tall?
0,8,chicken,chicken_2.wav,nomask,nonvisual,yes,nonvisual-yes,2,Does it live on a farm?
0,9,tiger,tiger_3.wav,nomask,visual,yes,visual-yes,3,Is it orange?
