block_ix,trial_ix,cue,cue_file,cue_mask,ftype,response,qtype,qid,question
-1,-21,raccoon,raccoon_2.wav,nomask,visual,yes,visual-yes,2,Does it have a tail?
-1,-20,chair,chair_3.wav,nomask,nonvisual,yes,nonvisual-yes,5,Is it found at tables?
-1,-19,alligator,alligator_3.wav,mask,nonvisual,yes,nonvisual-yes,3,Does it live in swamps?
-1,-18,donkey,donkey_1.wav,mask,visual,no,visual-no,3,Does it have stripes?
-1,-17,grasshopper,grasshopper_1.wav,mask,visual,no,visual-no,4,Is it long?
-1,-16,rabbit,rabbit_4.wav,mask,visual,yes,visual-yes,2,Does it have feet?
-1,-15,deer,deer_2.wav,mask,nonvisual,yes,nonvisual-yes,3,Is it a mammal?
-1,-14,apple,apple_3.wav,nomask,visual,yes,visual-yes,3,Does it have seeds?
-1,-13,bottle,bottle_4.wav,mask,visual,yes,visual-yes,1,Is it made of glass?
-1,-12,pineapple,pineapple_1.wav,mask,nonvisual,no,nonvisual-no,4,Is it used for racing?
-1,-11,chicken,chicken_2.wav,nomask,nonvisual,yes,nonvisual-yes,5,Does it live in a coop?
-1,-10,elephant,elephant_3.wav,mask,visual,yes,visual-yes,3,Does it have four legs?
-1,-9,mouse,mouse_2.wav,nomask,nonvisual,yes,nonvisual-yes,3,Does it eat?
-1,-8,dog,dog_4.wav,nomask,nonvisual,yes,nonvisual-yes,2,Is it an animal?
-1,-7,tiger,tiger_1.wav,nomask,visual,yes,visual-yes,5,Does it have large teeth?
-1,-6,lion,lion_4.wav,mask,nonvisual,yes,nonvisual-yes,2,Is it a carnivore?
-1,-5,pig,pig_3.wav,nomask,visual,yes,visual-yes,4,Does it have legs?
-1,-4,penguin,penguin_2.wav,mask,nonvisual,yes,nonvisual-yes,3,Does it live in the Arctic?
-1,-3,swan,swan_4.wav,mask,nonvisual,no,nonvisual-no,2,Does it grow on trees?
-1,-2,zebra,zebra_2.wav,nomask,visual,yes,visual-yes,3,Does it have jaws?
-1,-1,giraffe,giraffe_2.wav,nomask,visual,yes,visual-yes,3,Does it have long legs?
0,0,pig,pig_4.wav,nomask,nonvisual,yes,nonvisual-yes,1,Is it an animal?
0,1,pineapple,pineapple_1.wav,nomask,visual,yes,visual-yes,3,Does it have skin?
0,2,penguin,penguin_4.wav,nomask,nonvisual,yes,nonvisual-yes,4,Does it lay eggs?
0,3,chicken,chicken_3.wav,nomask,visual,yes,visual-yes,1,Does it have feathers?
0,4,tiger,tiger_2.wav,nomask,nonvisual,yes,nonvisual-yes,1,Is it a carnivore?
0,5,donkey,donkey_3.wav,nomask,visual,yes,visual-yes,3,Does it have a tail?
0,6,apple,apple_3.wav,nomask,nonvisual,no,nonvisual-no,4,Is it timid?
0,7,dog,dog_4.wav,mask,nonvisual,yes,nonvisual-yes,3,Is it a pet?
0,8,tiger,tiger_4.wav,nomask,visual,no,visual-no,2,Is it brown?
0,9,bottle,bottle_2.wav,nomask,visual,yes,visual-yes,4,Does it have a neck?
0,10,rabbit,rabbit_2.wav,mask,visual,yes,visual-yes,4,Does it have a tail?
0,11,swan,swan_3.wav,nomask,visual,yes,visual-yes,2,Does it have a beak?
0,12,elephant,elephant_1.wav,mask,visual,yes,visual-yes,5,Does it have large ears?
0,13,giraffe,giraffe_1.wav,nomask,visual,yes,visual-yes,1,Does it have spots?
0,14,dog,dog_2.wav,mask,nonvisual,no,nonvisual-no,3,Is it eaten as bacon?
0,15,giraffe,giraffe_2.wav,nomask,visual,yes,visual-yes,3,Does it have long legs?
0,16,alligator,alligator_3.wav,mask,nonvisual,yes,nonvisual-yes,3,Does it live in swamps?
0,17,zebra,zebra_1.wav,nomask,nonvisual,yes,nonvisual-yes,4,Does it travel in herds?
0,18,deer,deer_1.wav,mask,nonvisual,yes,nonvisual-yes,4,Is it an herbivore?
0,19,rabbit,rabbit_1.wav,nomask,nonvisual,no,nonvisual-no,3,Does it roar?
0,20,deer,deer_1.wav,mask,visual,yes,visual-yes,1,Does it have antlers?
0,21,raccoon,raccoon_1.wav,nomask,nonvisual,yes,nonvisual-yes,1,Does it eat garbage?
0,22,apple,apple_3.wav,nomask,visual,yes,visual-yes,5,Does it have a core?
0,23,donkey,donkey_4.wav,nomask,visual,yes,visual-yes,4,Does it have hooves?
0,24,lion,lion_4.wav,nomask,nonvisual,yes,nonvisual-yes,3,Is it a mammal?
0,25,pineapple,pineapple_3.wav,mask,nonvisual,yes,nonvisual-yes,3,Does it grow on trees?
0,26,raccoon,raccoon_2.wav,nomask,nonvisual,no,nonvisual-no,3,Is it used for holding beer?
0,27,tiger,tiger_3.wav,nomask,nonvisual,no,nonvisual-no,4,Is it worn in winter?
0,28,rabbit,rabbit_4.wav,mask,visual,yes,visual-yes,1,Does it have ears?
0,29,pig,pig_3.wav,nomask,visual,yes,visual-yes,4,Does it have legs?
0,30,deer,deer_1.wav,nomask,nonvisual,no,nonvisual-no,4,Does it eat people?
0,31,alligator,alligator_1.wav,nomask,nonvisual,yes,nonvisual-yes,1,Is it an animal?
0,32,bottle,bottle_4.wav,mask,visual,yes,visual-yes,1,Is it made of glass?
0,33,swan,swan_4.wav,nomask,nonvisual,yes,nonvisual-yes,1,Is it graceful?
0,34,grasshopper,grasshopper_1.wav,nomask,nonvisual,no,nonvisual-no,2,Is it hunted by people?
0,35,donkey,donkey_3.wav,mask,nonvisual,yes,nonvisual-yes,2,Is it like a horse?
