block_ix,trial_ix,cue,cue_file,cue_mask,ftype,response,qtype,qid,question
-1,-19,dog,dog_2.wav,nomask,visual,yes,visual-yes,3,Does it have a tail?
-1,-18,elephant,elephant_4.wav,nomask,visual,yes,visual-yes,2,Does it have ears?
-1,-17,pig,pig_1.wav,mask,visual,yes,visual-yes,2,Does it have a tail?
-1,-16,chicken,chicken_2.wav,mask,visual,yes,visual-yes,3,Does it have a beak?
-1,-15,swan,swan_2.wav,nomask,nonvisual,yes,nonvisual-yes,4,Does it lay eggs?
-1,-14,donkey,donkey_3.wav,mask,nonvisual,yes,nonvisual-yes,2,Is it like a horse?
-1,-13,zebra,zebra_1.wav,nomask,visual,yes,visual-yes,2,Does it have four legs?
-1,-12,penguin,penguin_4.wav,mask,visual,yes,visual-yes,3,Does it have feet?
-1,-11,apple,apple_2.wav,nomask,visual,yes,visual-yes,5,Does it have a core?
-1,-10,lion,lion_1.wav,nomask,nonvisual,no,nonvisual-no,1,Is it found in kitchens?
-1,-9,tiger,tiger_4.wav,mask,nonvisual,no,nonvisual-no,3,Does it grow underground?
-1,-8,mouse,mouse_1.wav,nomask,nonvisual,no,nonvisual-no,4,Does it live on water?
-1,-7,bottle,bottle_1.wav,mask,nonvisual,no,nonvisual-no,3,Is it a carnivore?
-1,-6,raccoon,raccoon_3.wav,nomask,visual,yes,visual-yes,3,Does it have eyes?
-1,-5,grasshopper,grasshopper_3.wav,mask,nonvisual,yes,nonvisual-yes,3,Is it found in summer?
-1,-4,chair,chair_3.wav,nomask,nonvisual,yes,nonvisual-yes,2,Is it furniture?
-1,-3,alligator,alligator_3.wav,nomask,nonvisual,yes,nonvisual-yes,4,Does it live in water?
-1,-2,giraffe,giraffe_2.wav,mask,nonvisual,no,nonvisual-no,3,Does it live in grass?
-1,-1,pineapple,pineapple_1.wav,mask,visual,yes,visual-yes,1,Is it yellow?
0,0,apple,apple_2.wav,mask,nonvisual,yes,nonvisual-yes,1,Is it a fruit?
0,1,pineapple,pineapple_3.wav,nomask,visual,yes,visual-yes,5,Does it have a core?
0,2,penguin,penguin_2.wav,nomask,nonvisual,yes,nonvisual-yes,2,Is it unable to fly?
0,3,mouse,mouse_4.wav,nomask,visual,no,visual-no,4,Does it have a white tail?
0,4,pineapple,pineapple_1.wav,mask,visual,yes,visual-yes,4,Is it yellow inside?
0,5,chicken,chicken_3.wav,nomask,nonvisual,yes,nonvisual-yes,5,Does it live in a coop?
0,6,grasshopper,grasshopper_1.wav,nomask,visual,yes,visual-yes,2,Does it have legs?
0,7,alligator,alligator_2.wav,nomask,nonvisual,no,nonvisual-no,1,Is it a mammal?
0,8,mouse,mouse_3.wav,nomask,visual,yes,visual-yes,3,Does it have fur?
0,9,chicken,chicken_4.wav,mask,nonvisual,yes,nonvisual-yes,1,Does it lay eggs?
0,10,tiger,tiger_2.wav,nomask,visual,yes,visual-yes,4,Does it have whiskers?
0,11,chair,chair_4.wav,mask,nonvisual,no,nonvisual-no,1,Is it a fruit?
0,12,giraffe,giraffe_4.wav,nomask,nonvisual,yes,nonvisual-yes,3,Does it live in zoos?
0,13,zebra,zebra_4.wav,nomask,visual,yes,visual-yes,1,Does it have stripes?
0,14,lion,lion_1.wav,nomask,visual,yes,visual-yes,1,Does it have a mane?
0,15,zebra,zebra_4.wav,mask,nonvisual,yes,nonvisual-yes,4,Does it travel in herds?
0,16,chair,chair_4.wav,nomask,nonvisual,yes,nonvisual-yes,5,Is it found at tables?
0,17,bottle,bottle_2.wav,nomask,visual,yes,visual-yes,2,Is it made of plastic?
0,18,donkey,donkey_3.wav,mask,nonvisual,yes,nonvisual-yes,2,Is it like a horse?
0,19,raccoon,raccoon_1.wav,nomask,nonvisual,yes,nonvisual-yes,2,Is it furry?
0,20,lion,lion_4.wav,mask,visual,yes,visual-yes,2,Does it have fur?
0,21,alligator,alligator_4.wav,mask,nonvisual,yes,nonvisual-yes,5,Does it eat people?
0,22,elephant,elephant_4.wav,nomask,visual,yes,visual-yes,2,Does it have ears?
0,23,mouse,mouse_3.wav,mask,visual,yes,visual-yes,4,Does it have whiskers?
0,24,lion,lion_3.wav,nomask,nonvisual,yes,nonvisual-yes,5,Does it roar?
0,25,pig,pig_3.wav,nomask,nonvisual,yes,nonvisual-yes,3,Is it eaten as bacon?
0,26,tiger,tiger_4.wav,mask,nonvisual,no,nonvisual-no,3,Does it grow underground?
0,27,donkey,donkey_4.wav,mask,visual,yes,visual-yes,4,Does it have hooves?
0,28,raccoon,raccoon_2.wav,nomask,nonvisual,yes,nonvisual-yes,4,Does it produce offspring?
0,29,pineapple,pineapple_2.wav,mask,visual,yes,visual-yes,3,Does it have skin?
0,30,donkey,donkey_4.wav,mask,visual,yes,visual-yes,1,Does it have legs?
0,31,chicken,chicken_4.wav,mask,nonvisual,yes,nonvisual-yes,2,Does it live on a farm?
0,32,grasshopper,grasshopper_2.wav,mask,nonvisual,yes,nonvisual-yes,2,Does it live in grass?
0,33,mouse,mouse_3.wav,mask,nonvisual,yes,nonvisual-yes,4,Is it used in experiments?
0,34,apple,apple_3.wav,nomask,nonvisual,yes,nonvisual-yes,2,Does it grow on trees?
0,35,zebra,zebra_2.wav,nomask,visual,yes,visual-yes,3,Does it have hooves?
0,36,elephant,elephant_3.wav,nomask,nonvisual,yes,nonvisual-yes,2,Does it live in Africa?
0,37,pig,pig_4.wav,mask,visual,yes,visual-yes,4,Does it have legs?
0,38,tiger,tiger_4.wav,nomask,nonvisual,no,nonvisual-no,5,Is it used for relaxing?
0,39,alligator,alligator_4.wav,nomask,nonvisual,no,nonvisual-no,4,Is it found in summer?
0,40,tiger,tiger_1.wav,nomask,nonvisual,no,nonvisual-no,4,Is it worn in winter?
0,41,penguin,penguin_1.wav,mask,visual,no,visual-no,1,Is it red?
0,42,chair,chair_1.wav,mask,visual,yes,visual-yes,3,Does it have armrests?
0,43,bottle,bottle_4.wav,mask,visual,yes,visual-yes,4,Does it have a neck?
0,44,elephant,elephant_1.wav,nomask,nonvisual,yes,nonvisual-yes,1,Is it an animal?
0,45,dog,dog_1.wav,nomask,visual,yes,visual-yes,4,Does it have hair?
0,46,chair,chair_4.wav,nomask,nonvisual,no,nonvisual-no,4,Is it used in circuses?
0,47,raccoon,raccoon_3.wav,nomask,visual,yes,visual-yes,3,Does it have eyes?
0,48,zebra,zebra_3.wav,nomask,visual,no,visual-no,1,Is it red?
0,49,alligator,alligator_1.wav,nomask,visual,yes,visual-yes,1,Is it green?
0,50,pineapple,pineapple_3.wav,mask,visual,yes,visual-yes,2,Does it have an inside?
0,51,donkey,donkey_2.wav,mask,nonvisual,yes,nonvisual-yes,4,Is it furry?
0,52,swan,swan_2.wav,nomask,nonvisual,yes,nonvisual-yes,4,Does it lay eggs?
0,53,grasshopper,grasshopper_3.wav,nomask,visual,yes,visual-yes,4,Does it have antennae?
