block_ix,trial_ix,cue,cue_file,cue_mask,ftype,response,qtype,qid,question
-1,-19,chicken,chicken_4.wav,mask,nonvisual,yes,nonvisual-yes,5,Does it live in a coop?
-1,-18,alligator,alligator_4.wav,nomask,nonvisual,no,nonvisual-no,1,Is it a mammal?
-1,-17,deer,deer_4.wav,mask,visual,yes,visual-yes,1,Does it have antlers?
-1,-16,table,table_3.wav,nomask,visual,no,visual-no,4,Does it have a skin?
-1,-15,strawberry,strawberry_4.wav,nomask,visual,yes,visual-yes,1,Is it red?
-1,-14,elephant,elephant_2.wav,nomask,visual,yes,visual-yes,2,Does it have ears?
-1,-13,camel,camel_4.wav,nomask,nonvisual,yes,nonvisual-yes,4,Is it a mammal?
-1,-12,dog,dog_2.wav,nomask,nonvisual,yes,nonvisual-yes,5,Does it chase cats?
-1,-11,rabbit,rabbit_2.wav,mask,nonvisual,yes,nonvisual-yes,2,Is it a pet?
-1,-10,tiger,tiger_1.wav,nomask,nonvisual,yes,nonvisual-yes,2,Is it an animal?
-1,-9,zebra,zebra_2.wav,nomask,nonvisual,yes,nonvisual-yes,3,Does it live in Africa?
-1,-8,lion,lion_3.wav,mask,nonvisual,no,nonvisual-no,2,Does it eat cheese?
-1,-7,bottle,bottle_1.wav,mask,nonvisual,yes,nonvisual-yes,4,Is it breakable?
-1,-6,donkey,donkey_2.wav,nomask,nonvisual,no,nonvisual-no,3,Is it furniture?
-1,-5,grasshopper,grasshopper_4.wav,mask,nonvisual,yes,nonvisual-yes,1,Is it an insect?
-1,-4,penguin,penguin_1.wav,nomask,nonvisual,yes,nonvisual-yes,4,Does it lay eggs?
-1,-3,chair,chair_1.wav,mask,nonvisual,yes,nonvisual-yes,5,Is it found at tables?
-1,-2,apple,apple_2.wav,nomask,visual,yes,visual-yes,3,Does it have seeds?
-1,-1,mouse,mouse_2.wav,nomask,nonvisual,yes,nonvisual-yes,5,Does it eat cheese?
0,0,dog,dog_3.wav,nomask,visual,yes,visual-yes,1,Does it have four legs?
0,1,zebra,zebra_1.wav,mask,nonvisual,yes,nonvisual-yes,1,Is it an animal?
0,2,lion,lion_3.wav,mask,nonvisual,no,nonvisual-no,1,Is it found in kitchens?
0,3,grasshopper,grasshopper_2.wav,mask,nonvisual,no,nonvisual-no,2,Is it hunted by people?
0,4,deer,deer_3.wav,nomask,visual,no,visual-no,4,Does it have a cushion?
0,5,lion,lion_2.wav,mask,visual,yes,visual-yes,2,Does it have fur?
0,6,tiger,tiger_3.wav,nomask,nonvisual,yes,nonvisual-yes,4,Does it live in zoos?
0,7,strawberry,strawberry_4.wav,nomask,visual,yes,visual-yes,1,Is it red?
0,8,table,table_3.wav,mask,nonvisual,yes,nonvisual-yes,3,Is it found in dining rooms?
0,9,alligator,alligator_3.wav,nomask,visual,yes,visual-yes,3,Does it have scales?
0,10,grasshopper,grasshopper_4.wav,mask,nonvisual,yes,nonvisual-yes,1,Is it an insect?
0,11,rabbit,rabbit_4.wav,mask,visual,yes,visual-yes,2,Does it have feet?
0,12,camel,camel_4.wav,nomask,visual,yes,visual-yes,5,Is it beige?
0,13,table,table_2.wav,nomask,visual,no,visual-no,2,Does it have a nose?
0,14,lion,lion_4.wav,mask,nonvisual,yes,nonvisual-yes,1,Is it an animal?
0,15,strawberry,strawberry_2.wav,mask,nonvisual,yes,nonvisual-yes,1,Is it a fruit?
