block_ix,trial_ix,cue,cue_file,cue_mask,ftype,response,qtype,qid,question
-1,-17,camel,camel_3.wav,mask,visual,yes,visual-yes,4,Is it large?
-1,-16,lion,lion_1.wav,nomask,nonvisual,yes,nonvisual-yes,2,Is it a carnivore?
-1,-15,strawberry,strawberry_1.wav,nomask,visual,yes,visual-yes,3,Does it have green leaves?
-1,-14,dog,dog_2.wav,nomask,nonvisual,yes,nonvisual-yes,5,Does it chase cats?
-1,-13,apple,apple_2.wav,mask,nonvisual,no,nonvisual-no,1,Is it an animal?
-1,-12,tiger,tiger_2.wav,mask,visual,yes,visual-yes,4,Does it have whiskers?
-1,-11,giraffe,giraffe_1.wav,nomask,nonvisual,no,nonvisual-no,3,Does it live in grass?
-1,-10,chair,chair_2.wav,mask,visual,yes,visual-yes,4,Does it have a seat?
-1,-9,chicken,chicken_1.wav,mask,nonvisual,yes,nonvisual-yes,2,Does it live on a farm?
-1,-8,deer,deer_2.wav,mask,visual,yes,visual-yes,3,Does it have eyes?
-1,-7,table,table_1.wav,mask,visual,no,visual-no,2,Does it have a nose?
-1,-6,pig,pig_2.wav,mask,nonvisual,yes,nonvisual-yes,1,Is it an animal?
-1,-5,pineapple,pineapple_3.wav,mask,nonvisual,yes,nonvisual-yes,3,Does it grow on trees?
-1,-4,grasshopper,grasshopper_3.wav,nomask,nonvisual,yes,nonvisual-yes,1,Is it an insect?
-1,-3,elephant,elephant_1.wav,mask,visual,yes,visual-yes,5,Does it have large ears?
-1,-2,donkey,donkey_2.wav,nomask,nonvisual,yes,nonvisual-yes,1,Is it an animal?
-1,-1,zebra,zebra_4.wav,nomask,nonvisual,yes,nonvisual-yes,3,Does it live in Africa?
0,0,apple,apple_2.wav,mask,nonvisual,no,nonvisual-no,1,Is it an animal?
0,1,table,table_1.wav,mask,visual,no,visual-no,2,Does it have a nose?
0,2,donkey,donkey_4.wav,mask,nonvisual,yes,nonvisual-yes,5,Does it make noises?
0,3,tiger,tiger_1.wav,nomask,visual,yes,visual-yes,1,Does it have stripes?
0,4,camel,camel_1.wav,nomask,visual,no,visual-no,4,Does it have a cork?
0,5,zebra,zebra_4.wav,nomask,nonvisual,yes,nonvisual-yes,3,Does it live in Africa?
0,6,chicken,chicken_2.wav,mask,nonvisual,no,nonvisual-no,3,Is it used for making jam?
0,7,pig,pig_2.wav,mask,visual,yes,visual-yes,5,Is it muddy?
0,8,chicken,chicken_2.wav,mask,visual,no,visual-no,3,Does it have hooves?
0,9,chair,chair_2.wav,mask,visual,yes,visual-yes,4,Does it have a seat?
0,10,zebra,zebra_2.wav,nomask,visual,yes,visual-yes,2,Does it have four legs?
0,11,table,table_2.wav,nomask,visual,yes,visual-yes,3,Does it have legs?
0,12,camel,camel_3.wav,mask,nonvisual,yes,nonvisual-yes,5,Does it spit?
0,13,grasshopper,grasshopper_4.wav,nomask,nonvisual,yes,nonvisual-yes,3,Is it found in summer?
0,14,deer,deer_1.wav,nomask,nonvisual,no,nonvisual-no,5,Is it used for cider?
0,15,camel,camel_3.wav,mask,visual,yes,visual-yes,4,Is it large?
0,16,pineapple,pineapple_1.wav,nomask,nonvisual,no,nonvisual-no,3,Is it a carnivore?
0,17,elephant,elephant_4.wav,mask,visual,yes,visual-yes,4,Does it have a tail?
0,18,tiger,tiger_3.wav,mask,visual,yes,visual-yes,5,Does it have large teeth?
0,19,strawberry,strawberry_3.wav,nomask,nonvisual,yes,nonvisual-yes,1,Is it a fruit?
0,20,deer,deer_3.wav,nomask,nonvisual,yes,nonvisual-yes,4,Is it an herbivore?
0,21,giraffe,giraffe_4.wav,mask,visual,yes,visual-yes,1,Does it have spots?
0,22,pig,pig_1.wav,mask,visual,yes,visual-yes,4,Does it have legs?
0,23,apple,apple_3.wav,nomask,nonvisual,yes,nonvisual-yes,3,Is it eaten in pies?
0,24,table,table_3.wav,mask,nonvisual,yes,nonvisual-yes,2,Is it found in kitchens?
0,25,apple,apple_2.wav,nomask,visual,no,visual-no,1,Is it black?
0,26,strawberry,strawberry_2.wav,mask,visual,no,visual-no,4,Does it have ears?
0,27,lion,lion_4.wav,mask,nonvisual,yes,nonvisual-yes,4,Does it live in jungles?
0,28,dog,dog_4.wav,mask,visual,yes,visual-yes,2,Does it have legs?
0,29,donkey,donkey_3.wav,mask,nonvisual,yes,nonvisual-yes,3,Is it a mammal?
0,30,pineapple,pineapple_3.wav,mask,nonvisual,yes,nonvisual-yes,3,Does it grow on trees?
0,31,pig,pig_3.wav,mask,nonvisual,yes,nonvisual-yes,2,Does it live on farms?
0,32,lion,lion_3.wav,nomask,nonvisual,yes,nonvisual-yes,5,Does it roar?
0,33,pineapple,pineapple_3.wav,mask,nonvisual,yes,nonvisual-yes,2,Is it tropical?
0,34,dog,dog_1.wav,mask,nonvisual,yes,nonvisual-yes,2,Is it an animal?
0,35,strawberry,strawberry_2.wav,nomask,nonvisual,no,nonvisual-no,3,Is it furniture?
0,36,donkey,donkey_3.wav,nomask,nonvisual,yes,nonvisual-yes,2,Is it like a horse?
0,37,elephant,elephant_3.wav,nomask,nonvisual,yes,nonvisual-yes,4,Is it used in circuses?
0,38,pineapple,pineapple_4.wav,nomask,visual,yes,visual-yes,3,Does it have skin?
0,39,grasshopper,grasshopper_1.wav,mask,nonvisual,yes,nonvisual-yes,2,Does it live in grass?
0,40,deer,deer_4.wav,mask,nonvisual,no,nonvisual-no,1,Does it live in zoos?
0,41,chicken,chicken_3.wav,nomask,nonvisual,yes,nonvisual-yes,4,Is it eaten by frying?
0,42,camel,camel_1.wav,nomask,visual,yes,visual-yes,3,Does it have legs?
0,43,elephant,elephant_2.wav,nomask,visual,yes,visual-yes,2,Does it have ears?
0,44,donkey,donkey_1.wav,mask,visual,yes,visual-yes,3,Does it have a tail?
0,45,giraffe,giraffe_1.wav,nomask,nonvisual,no,nonvisual-no,3,Does it live in grass?
0,46,chicken,chicken_2.wav,mask,nonvisual,yes,nonvisual-yes,5,Does it live in a coop?
0,47,lion,lion_4.wav,nomask,visual,no,visual-no,3,Does it have wings?
0,48,chicken,chicken_1.wav,mask,nonvisual,yes,nonvisual-yes,2,Does it live on a farm?
0,49,dog,dog_1.wav,nomask,visual,yes,visual-yes,5,Does it have a nose?
