block_ix,trial_ix,cue,cue_file,cue_mask,ftype,response,qtype,qid,question
-1,-19,zebra,zebra_4.wav,mask,nonvisual,yes,nonvisual-yes,4,Does it travel in herds?
-1,-18,dog,dog_3.wav,nomask,nonvisual,no,nonvisual-no,5,Does it lay eggs?
-1,-17,alligator,alligator_1.wav,mask,visual,yes,visual-yes,1,Is it green?
-1,-16,chicken,chicken_4.wav,mask,nonvisual,yes,nonvisual-yes,4,Is it eaten by frying?
-1,-15,bottle,bottle_1.wav,nomask,nonvisual,yes,nonvisual-yes,4,Is it breakable?
-1,-14,deer,deer_4.wav,nomask,nonvisual,yes,nonvisual-yes,5,Is it timid?
-1,-13,chair,chair_4.wav,mask,nonvisual,yes,nonvisual-yes,2,Is it furniture?
-1,-12,giraffe,giraffe_1.wav,nomask,visual,yes,visual-yes,1,Does it have spots?
-1,-11,strawberry,strawberry_3.wav,nomask,nonvisual,yes,nonvisual-yes,1,Is it a fruit?
-1,-10,elephant,elephant_2.wav,nomask,visual,no,visual-no,5,Does it have hooves?
-1,-9,grasshopper,grasshopper_2.wav,mask,visual,yes,visual-yes,3,Does it have long legs?
-1,-8,lion,lion_1.wav,mask,nonvisual,yes,nonvisual-yes,4,Does it live in jungles?
-1,-7,pig,pig_1.wav,nomask,nonvisual,yes,nonvisual-yes,3,Is it eaten as bacon?
-1,-6,swan,swan_4.wav,mask,nonvisual,yes,nonvisual-yes,1,Is it graceful?
-1,-5,penguin,penguin_3.wav,nomask,nonvisual,yes,nonvisual-yes,2,Is it unable to fly?
-1,-4,camel,camel_4.wav,nomask,visual,no,visual-no,1,Does it have stripes?
-1,-3,table,table_2.wav,nomask,nonvisual,yes,nonvisual-yes,1,Is it used for eating on?
-1,-2,rabbit,rabbit_1.wav,mask,nonvisual,yes,nonvisual-yes,5,Does it eat carrots?
-1,-1,raccoon,raccoon_3.wav,mask,nonvisual,yes,nonvisual-yes,3,Is it nocturnal?
0,0,table,table_3.wav,mask,nonvisual,yes,nonvisual-yes,2,Is it found in kitchens?
0,1,dog,dog_4.wav,nomask,visual,yes,visual-yes,4,Does it have hair?
0,2,bottle,bottle_1.wav,nomask,nonvisual,yes,nonvisual-yes,4,Is it breakable?
0,3,elephant,elephant_2.wav,nomask,visual,no,visual-no,5,Does it have hooves?
0,4,grasshopper,grasshopper_4.wav,mask,visual,yes,visual-yes,1,Is it green?
0,5,swan,swan_3.wav,nomask,visual,yes,visual-yes,2,Does it have a beak?
0,6,deer,deer_2.wav,nomask,nonvisual,yes,nonvisual-yes,1,Is it hunted by people?
0,7,raccoon,raccoon_2.wav,nomask,nonvisual,yes,nonvisual-yes,2,Is it furry?
0,8,alligator,alligator_2.wav,mask,visual,yes,visual-yes,2,Is it long?
0,9,swan,swan_4.wav,nomask,nonvisual,yes,nonvisual-yes,4,Does it lay eggs?
0,10,bottle,bottle_2.wav,nomask,visual,yes,visual-yes,2,Is it made of plastic?
0,11,swan,swan_1.wav,mask,nonvisual,yes,nonvisual-yes,2,Is it a bird?
0,12,table,table_4.wav,mask,nonvisual,yes,nonvisual-yes,4,Is it furniture?
0,13,penguin,penguin_3.wav,nomask,nonvisual,yes,nonvisual-yes,2,Is it unable to fly?
0,14,pig,pig_3.wav,mask,nonvisual,yes,nonvisual-yes,2,Does it live on farms?
0,15,deer,deer_4.wav,mask,nonvisual,no,nonvisual-no,3,Is it loud?
0,16,lion,lion_4.wav,nomask,visual,yes,visual-yes,3,Does it have a tail?
0,17,dog,dog_3.wav,mask,visual,yes,visual-yes,5,Does it have a nose?
0,18,chair,chair_4.wav,mask,visual,yes,visual-yes,4,Does it have a seat?
0,19,penguin,penguin_4.wav,mask,visual,yes,visual-yes,1,Is it black?
0,20,swan,swan_1.wav,nomask,nonvisual,no,nonvisual-no,1,Is it used by riding?
0,21,grasshopper,grasshopper_3.wav,mask,visual,yes,visual-yes,4,Does it have antennae?
0,22,zebra,zebra_3.wav,nomask,nonvisual,yes,nonvisual-yes,1,Is it an animal?
0,23,camel,camel_3.wav,mask,nonvisual,yes,nonvisual-yes,1,Does it live in the desert?
0,24,zebra,zebra_2.wav,mask,visual,yes,visual-yes,2,Does it have four legs?
0,25,lion,lion_3.wav,nomask,visual,yes,visual-yes,2,Does it have fur?
0,26,strawberry,strawberry_1.wav,nomask,nonvisual,yes,nonvisual-yes,3,Is it used for making jam?
0,27,penguin,penguin_3.wav,nomask,visual,no,visual-no,1,Is it red?
0,28,alligator,alligator_3.wav,nomask,visual,no,visual-no,1,Does it have a long tongue?
0,29,elephant,elephant_1.wav,mask,nonvisual,yes,nonvisual-yes,5,Does it eat peanuts?
0,30,grasshopper,grasshopper_3.wav,nomask,nonvisual,no,nonvisual-no,1,Does it require a conductor?
0,31,chicken,chicken_1.wav,nomask,visual,yes,visual-yes,1,Does it have feathers?
0,32,pig,pig_4.wav,nomask,nonvisual,yes,nonvisual-yes,5,Does it like mud?
0,33,bottle,bottle_2.wav,mask,visual,yes,visual-yes,4,Does it have a neck?
0,34,dog,dog_3.wav,mask,visual,no,visual-no,2,Is it pink?
0,35,alligator,alligator_4.wav,mask,nonvisual,no,nonvisual-no,4,Is it found in summer?
0,36,chair,chair_3.wav,nomask,visual,yes,visual-yes,3,Does it have armrests?
0,37,alligator,alligator_2.wav,mask,nonvisual,no,nonvisual-no,2,Does it live in the desert?
0,38,rabbit,rabbit_2.wav,mask,visual,yes,visual-yes,2,Does it have feet?
0,39,deer,deer_1.wav,nomask,visual,yes,visual-yes,2,Does it have four legs?
0,40,bottle,bottle_3.wav,nomask,visual,no,visual-no,4,Does it have eyes?
0,41,penguin,penguin_3.wav,nomask,visual,yes,visual-yes,4,Does it have wings?
0,42,strawberry,strawberry_2.wav,nomask,visual,yes,visual-yes,1,Is it red?
0,43,rabbit,rabbit_1.wav,mask,nonvisual,yes,nonvisual-yes,5,Does it eat carrots?
0,44,elephant,elephant_2.wav,nomask,visual,yes,visual-yes,4,Does it have a tail?
0,45,chair,chair_3.wav,mask,visual,yes,visual-yes,2,Is it made of wood?
0,46,swan,swan_1.wav,mask,nonvisual,yes,nonvisual-yes,3,Does it live on water?
0,47,elephant,elephant_4.wav,mask,visual,no,visual-no,3,Is it beige?
0,48,giraffe,giraffe_2.wav,nomask,visual,yes,visual-yes,4,Is it brown?
0,49,deer,deer_4.wav,mask,visual,yes,visual-yes,3,Does it have eyes?
0,50,chicken,chicken_2.wav,nomask,visual,no,visual-no,1,Is it orange?
0,51,rabbit,rabbit_3.wav,nomask,nonvisual,no,nonvisual-no,3,Does it roar?
0,52,pig,pig_4.wav,mask,visual,no,visual-no,4,Does it have feathers?
0,53,rabbit,rabbit_1.wav,mask,nonvisual,yes,nonvisual-yes,2,Is it a pet?
0,54,chicken,chicken_4.wav,mask,visual,yes,visual-yes,3,Does it have a beak?
0,55,penguin,penguin_1.wav,mask,visual,yes,visual-yes,3,Does it have feet?
0,56,camel,camel_4.wav,nomask,nonvisual,no,nonvisual-no,1,Is it a bird?
0,57,alligator,alligator_4.wav,nomask,visual,yes,visual-yes,4,Does it have a tail?
0,58,giraffe,giraffe_1.wav,mask,nonvisual,yes,nonvisual-yes,1,Does it eat leaves?
0,59,camel,camel_2.wav,mask,nonvisual,yes,nonvisual-yes,3,Is it used by riding?
0,60,zebra,zebra_3.wav,mask,nonvisual,yes,nonvisual-yes,3,Does it live in Africa?
0,61,table,table_1.wav,nomask,visual,no,visual-no,2,Does it have a nose?
0,62,strawberry,strawberry_2.wav,mask,nonvisual,yes,nonvisual-yes,2,Does it taste sweet?
0,63,raccoon,raccoon_4.wav,nomask,nonvisual,yes,nonvisual-yes,1,Does it eat garbage?
0,64,grasshopper,grasshopper_2.wav,nomask,visual,no,visual-no,1,Is it made of wood?
0,65,lion,lion_4.wav,mask,visual,yes,visual-yes,1,Does it have a mane?
0,66,dog,dog_2.wav,nomask,visual,yes,visual-yes,2,Does it have legs?
0,67,chair,chair_2.wav,nomask,visual,yes,visual-yes,5,Does it have a cushion?
0,68,giraffe,giraffe_1.wav,nomask,visual,yes,visual-yes,1,Does it have spots?
0,69,raccoon,raccoon_2.wav,mask,visual,yes,visual-yes,1,Is it black?
0,70,chair,chair_1.wav,mask,visual,no,visual-no,3,Does it have a snout?
0,71,camel,camel_4.wav,nomask,visual,yes,visual-yes,1,Does it have a hump?
0,72,rabbit,rabbit_3.wav,nomask,nonvisual,yes,nonvisual-yes,3,Is it edible?
0,73,dog,dog_1.wav,mask,visual,yes,visual-yes,3,Does it have a tail?
0,74,camel,camel_4.wav,nomask,visual,no,visual-no,1,Does it have stripes?
1,75,elephant,elephant_4.wav,mask,visual,no,visual-no,1,Is it made of wood?
1,76,giraffe,giraffe_3.wav,mask,nonvisual,yes,nonvisual-yes,4,Is it a mammal?
1,77,chicken,chicken_2.wav,mask,nonvisual,yes,nonvisual-yes,2,Does it live on a farm?
1,78,alligator,alligator_1.wav,mask,visual,yes,visual-yes,1,Is it green?
1,79,chair,chair_1.wav,nomask,nonvisual,yes,nonvisual-yes,4,Is it used for relaxing?
1,80,dog,dog_2.wav,nomask,nonvisual,yes,nonvisual-yes,4,Is it used for protection?
1,81,rabbit,rabbit_2.wav,mask,nonvisual,no,nonvisual-no,4,Is it used for making jam?
1,82,swan,swan_2.wav,mask,visual,no,visual-no,3,Does it have four legs?
1,83,dog,dog_2.wav,mask,nonvisual,no,nonvisual-no,3,Is it eaten as bacon?
1,84,zebra,zebra_2.wav,mask,nonvisual,yes,nonvisual-yes,2,Does it run fast?
1,85,swan,swan_3.wav,nomask,visual,yes,visual-yes,3,Does it have feathers?
1,86,raccoon,raccoon_3.wav,mask,visual,no,visual-no,4,Does it have a long neck?
1,87,table,table_1.wav,nomask,nonvisual,no,nonvisual-no,3,Is it healthy?
1,88,penguin,penguin_4.wav,nomask,nonvisual,yes,nonvisual-yes,3,Does it live in the Arctic?
1,89,chair,chair_4.wav,mask,nonvisual,yes,nonvisual-yes,3,Is it comfortable?
1,90,lion,lion_2.wav,nomask,nonvisual,yes,nonvisual-yes,3,Is it a mammal?
1,91,deer,deer_3.wav,nomask,nonvisual,yes,nonvisual-yes,3,Is it a mammal?
1,92,chair,chair_3.wav,nomask,nonvisual,yes,nonvisual-yes,1,Is it used for sitting on?
1,93,pig,pig_4.wav,nomask,visual,yes,visual-yes,2,Does it have a tail?
1,94,raccoon,raccoon_3.wav,mask,nonvisual,yes,nonvisual-yes,3,Is it nocturnal?
1,95,alligator,alligator_2.wav,nomask,visual,yes,visual-yes,3,Does it have scales?
1,96,pig,pig_2.wav,mask,visual,yes,visual-yes,3,Does it have a snout?
1,97,elephant,elephant_4.wav,nomask,nonvisual,yes,nonvisual-yes,1,Is it an animal?
1,98,grasshopper,grasshopper_2.wav,mask,visual,yes,visual-yes,3,Does it have long legs?
1,99,table,table_1.wav,nomask,visual,yes,visual-yes,2,Is it round?
1,100,chicken,chicken_1.wav,mask,visual,yes,visual-yes,2,Does it have wings?
1,101,giraffe,giraffe_4.wav,mask,nonvisual,no,nonvisual-no,3,Does it live in grass?
1,102,strawberry,strawberry_4.wav,nomask,nonvisual,no,nonvisual-no,4,Does it eat?
1,103,lion,lion_1.wav,nomask,nonvisual,yes,nonvisual-yes,1,Is it an animal?
1,104,camel,camel_4.wav,mask,visual,yes,visual-yes,4,Is it large?
1,105,swan,swan_4.wav,mask,nonvisual,yes,nonvisual-yes,1,Is it graceful?
1,106,rabbit,rabbit_1.wav,mask,nonvisual,yes,nonvisual-yes,4,Is it hunted by people?
1,107,penguin,penguin_2.wav,mask,nonvisual,yes,nonvisual-yes,5,Does it waddle?
1,108,elephant,elephant_4.wav,mask,visual,yes,visual-yes,1,Is it grey?
1,109,grasshopper,grasshopper_1.wav,mask,nonvisual,yes,nonvisual-yes,4,Does it fly?
1,110,bottle,bottle_4.wav,mask,nonvisual,no,nonvisual-no,2,Is it juicy?
1,111,alligator,alligator_4.wav,mask,nonvisual,yes,nonvisual-yes,4,Does it live in water?
1,112,pig,pig_2.wav,nomask,visual,yes,visual-yes,4,Does it have legs?
1,113,rabbit,rabbit_3.wav,nomask,visual,yes,visual-yes,1,Does it have ears?
1,114,alligator,alligator_3.wav,nomask,nonvisual,yes,nonvisual-yes,1,Is it an animal?
1,115,lion,lion_4.wav,mask,nonvisual,yes,nonvisual-yes,2,Is it a carnivore?
1,116,giraffe,giraffe_2.wav,nomask,nonvisual,yes,nonvisual-yes,3,Does it live in zoos?
1,117,camel,camel_1.wav,mask,visual,yes,visual-yes,2,Is it brown?
1,118,dog,dog_4.wav,nomask,visual,yes,visual-yes,1,Does it have four legs?
1,119,pig,pig_2.wav,mask,nonvisual,no,nonvisual-no,3,Does it live in India?
1,120,chair,chair_1.wav,nomask,visual,no,visual-no,4,Is it orange?
1,121,bottle,bottle_3.wav,nomask,visual,no,visual-no,5,Does it have teeth?
