subj_id,seed,date,computer,block,block_type,trial,proposition_id,feat_type,question,cue,cue_file,mask_type,correct_response,response,rt,is_correct
MWPR114,114,2016_Jan_27_1333,LL-George,0,practice,0,does-it-have-wings:chicken,visual,Does it have wings?,chicken,chicken_2.wav,nomask,yes,yes,1345.42818184,1
MWPR114,114,2016_Jan_27_1333,LL-George,0,practice,1,does-it-have-armrests:chair,visual,Does it have armrests?,chair,chair_1.wav,nomask,yes,timeout,2000.0,0
MWPR114,114,2016_Jan_27_1333,LL-George,0,practice,2,is-it-a-mammal:deer,nonvisual,Is it a mammal?,deer,deer_3.wav,mask,yes,no,584.425153802,0
MWPR114,114,2016_Jan_27_1333,LL-George,0,practice,3,is-it-a-mammal:lion,nonvisual,Is it a mammal?,lion,lion_4.wav,nomask,yes,no,876.60156075,0
MWPR114,114,2016_Jan_27_1333,LL-George,0,practice,4,is-it-worn-for-the-rain:jacket,nonvisual,Is it worn for the rain?,jacket,jacket_2.wav,nomask,yes,yes,391.864961237,1
MWPR114,114,2016_Jan_27_1333,LL-George,0,practice,5,does-it-have-an-engine:train,visual,Does it have an engine?,train,train_3.wav,nomask,yes,yes,127.895996979,1
MWPR114,114,2016_Jan_27_1333,LL-George,0,practice,6,is-it-yellow-inside:tiger,visual,Is it yellow inside?,tiger,tiger_2.wav,mask,no,no,425.085623564,1
MWPR114,114,2016_Jan_27_1333,LL-George,0,practice,7,is-it-pink:pig,visual,Is it pink?,pig,pig_3.wav,mask,yes,yes,963.028865544,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,9,is-it-small:toad,visual,Is it small?,toad,toad_4.wav,nomask,yes,yes,879.951602681,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,10,does-it-eat-leaves:jacket,nonvisual,Does it eat leaves?,jacket,jacket_2.wav,nomask,no,no,363.340311254,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,11,is-it-nutritious:apple,nonvisual,Is it nutritious?,apple,apple_3.wav,nomask,yes,yes,65.2006632226,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,12,does-it-lay-eggs:chicken,nonvisual,Does it lay eggs?,chicken,chicken_1.wav,mask,yes,yes,565.347903743,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,13,does-it-travel-in-herds:zebra,nonvisual,Does it travel in herds?,zebra,zebra_2.wav,mask,yes,yes,98.5656852768,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,14,is-it-prickly:dog,nonvisual,Is it prickly?,dog,dog_2.wav,nomask,no,no,403.804567017,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,15,does-it-live-on-farms:pig,nonvisual,Does it live on farms?,pig,pig_2.wav,nomask,yes,yes,315.251237141,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,16,does-it-have-large-teeth:tiger,visual,Does it have large teeth?,tiger,tiger_2.wav,mask,yes,yes,132.395795323,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,17,is-it-used-in-circuses:elephant,nonvisual,Is it used in circuses?,elephant,elephant_4.wav,mask,yes,yes,311.743711869,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,18,does-it-have-a-tail:mouse,visual,Does it have a tail?,mouse,mouse_4.wav,mask,yes,yes,432.623057865,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,19,is-it-eaten-as-bacon:pig,nonvisual,Is it eaten as bacon?,pig,pig_3.wav,nomask,yes,yes,41.5989680359,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,20,does-it-drink-water:camel,nonvisual,Does it drink water?,camel,camel_4.wav,nomask,yes,yes,184.401467284,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,21,does-it-have-four-legs:dog,visual,Does it have four legs?,dog,dog_3.wav,mask,yes,yes,384.8659151,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,22,does-it-have-legs:camel,visual,Does it have legs?,camel,camel_4.wav,nomask,yes,yes,1511.72898782,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,23,does-it-have-a-beak:raccoon,visual,Does it have a beak?,raccoon,raccoon_4.wav,mask,no,no,447.03982536,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,24,does-it-have-a-skin:banana,visual,Does it have a skin?,banana,banana_2.wav,mask,yes,yes,527.50228863,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,25,does-it-eat-people:alligator,nonvisual,Does it eat people?,alligator,alligator_1.wav,mask,yes,yes,166.566479095,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,26,does-it-have-legs:chicken,visual,Does it have legs?,chicken,chicken_3.wav,nomask,yes,yes,161.619197603,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,27,is-it-found-in-kitchens:table,nonvisual,Is it found in kitchens?,table,table_4.wav,nomask,yes,yes,183.270916156,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,28,is-it-hunted-by-people:grasshopper,nonvisual,Is it hunted by people?,grasshopper,grasshopper_3.wav,mask,no,no,147.859891042,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,29,is-it-a-carnivore:lion,nonvisual,Is it a carnivore?,lion,lion_1.wav,nomask,yes,yes,1747.76546506,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,30,does-it-have-eyes:deer,visual,Does it have eyes?,deer,deer_4.wav,mask,yes,timeout,2000.0,0
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,31,is-it-black:penguin,visual,Is it black?,penguin,penguin_3.wav,nomask,yes,yes,515.148488864,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,32,is-it-tall:giraffe,visual,Is it tall?,giraffe,giraffe_2.wav,mask,yes,timeout,2000.0,0
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,33,is-it-an-animal:pineapple,nonvisual,Is it an animal?,pineapple,pineapple_3.wav,nomask,no,no,543.814297695,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,34,is-it-comfortable:chair,nonvisual,Is it comfortable?,chair,chair_4.wav,nomask,yes,yes,271.750625772,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,35,does-it-eat:toad,nonvisual,Does it eat?,toad,toad_4.wav,mask,yes,yes,402.432029295,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,36,does-it-have-a-top:carrot,visual,Does it have a top?,carrot,carrot_4.wav,mask,yes,no,1397.15985839,0
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,37,does-it-lay-eggs:swan,nonvisual,Does it lay eggs?,swan,swan_3.wav,mask,yes,yes,274.133041413,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,38,does-it-have-a-mane:lion,visual,Does it have a mane?,lion,lion_2.wav,nomask,yes,yes,172.059510777,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,39,is-it-an-animal:dog,nonvisual,Is it an animal?,dog,dog_1.wav,nomask,yes,yes,890.044300192,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,40,does-it-have-stripes:tiger,visual,Does it have stripes?,tiger,tiger_3.wav,nomask,yes,yes,533.909171804,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,41,is-it-made-of-metal:rabbit,visual,Is it made of metal?,rabbit,rabbit_3.wav,nomask,no,no,378.574263637,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,42,is-it-used-for-freight:train,nonvisual,Is it used for freight?,train,train_1.wav,nomask,yes,yes,91.8195087288,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,43,is-it-edible:rabbit,nonvisual,Is it edible?,rabbit,rabbit_4.wav,nomask,yes,yes,938.321266012,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,44,is-it-a-mammal:giraffe,nonvisual,Is it a mammal?,giraffe,giraffe_1.wav,mask,yes,yes,334.826864353,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,45,does-it-have-a-mask:raccoon,visual,Does it have a mask?,raccoon,raccoon_2.wav,nomask,yes,no,84.7324383672,0
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,46,is-it-green:giraffe,visual,Is it green?,giraffe,giraffe_2.wav,mask,no,no,728.091250712,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,47,does-it-have-fur:mouse,visual,Does it have fur?,mouse,mouse_1.wav,mask,yes,yes,630.012739506,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,48,is-it-found-in-dining-rooms:table,nonvisual,Is it found in dining rooms?,table,table_2.wav,nomask,yes,yes,318.369855384,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,49,does-it-eat-peanuts:elephant,nonvisual,Does it eat peanuts?,elephant,elephant_4.wav,nomask,yes,yes,1056.58677268,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,50,is-it-healthy:banana,nonvisual,Is it healthy?,banana,banana_2.wav,mask,yes,yes,498.591292323,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,51,does-it-fly:bottle,nonvisual,Does it fly?,bottle,bottle_4.wav,mask,no,no,396.571536487,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,52,does-it-live-in-jungles:zebra,nonvisual,Does it live in jungles?,zebra,zebra_2.wav,mask,no,yes,89.1218063211,0
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,53,is-is-used-for-riding:bike,nonvisual,Is is used for riding?,bike,bike_3.wav,nomask,yes,yes,226.050048973,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,54,does-it-have-a-hood:apple,visual,Does it have a hood?,apple,apple_3.wav,nomask,no,no,344.813932794,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,55,does-it-have-feet:rabbit,visual,Does it have feet?,rabbit,rabbit_3.wav,nomask,yes,yes,701.51689745,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,56,is-it-used-in-circuses:chair,nonvisual,Is it used in circuses?,chair,chair_2.wav,mask,yes,yes,247.69120462,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,57,is-it-breakable:bottle,nonvisual,Is it breakable?,bottle,bottle_3.wav,mask,yes,yes,451.896521923,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,58,is-it-like-a-horse:donkey,nonvisual,Is it like a horse?,donkey,donkey_1.wav,nomask,yes,yes,334.346732221,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,59,is-it-large:camel,visual,Is it large?,camel,camel_2.wav,mask,yes,yes,367.037328673,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,60,is-it-small:strawberry,visual,Is it small?,strawberry,strawberry_3.wav,nomask,yes,yes,519.382294007,1
MWPR114,114,2016_Jan_27_1333,LL-George,1,test,61,does-it-have-a-tail:alligator,visual,Does it have a tail?,alligator,alligator_2.wav,mask,yes,yes,1345.93296075,1
MWPR114,114,2016_Jan_27_1333,LL-George,2,test,63,does-it-have-a-long-neck:swan,visual,Does it have a long neck?,swan,swan_2.wav,mask,yes,yes,124.334696909,1
MWPR114,114,2016_Jan_27_1333,LL-George,2,test,64,does-it-have-many-cars:train,visual,Does it have many cars?,train,train_1.wav,mask,yes,yes,112.502640727,1
MWPR114,114,2016_Jan_27_1333,LL-George,2,test,65,is-it-green:toad,visual,Is it green?,toad,toad_1.wav,nomask,yes,yes,292.924132721,1
MWPR114,114,2016_Jan_27_1333,LL-George,2,test,66,does-it-have-four-legs:deer,visual,Does it have four legs?,deer,deer_4.wav,nomask,yes,yes,109.531583092,1
MWPR114,114,2016_Jan_27_1333,LL-George,2,test,67,does-it-have-a-hump:camel,visual,Does it have a hump?,camel,camel_2.wav,mask,yes,yes,69.5084087142,1
