subj_id,seed,date,computer,block,block_type,trial,proposition_id,feat_type,question,cue,cue_file,mask_type,correct_response,response,rt,is_correct
MWPR137,137,2016_Jan_28_1545,LL-Jerry,0,practice,0,is-it-pink:pig,visual,Is it pink?,pig,pig_2.wav,nomask,yes,yes,797.528287694,1
MWPR137,137,2016_Jan_28_1545,LL-Jerry,0,practice,1,is-it-used-for-protection:raccoon,nonvisual,Is it used for protection?,raccoon,raccoon_2.wav,nomask,no,no,1057.96936767,1
MWPR137,137,2016_Jan_28_1545,LL-Jerry,0,practice,2,does-it-have-whiskers:rabbit,visual,Does it have whiskers?,rabbit,rabbit_1.wav,mask,yes,yes,1647.5393307,1
MWPR137,137,2016_Jan_28_1545,LL-Jerry,0,practice,3,is-it-hunted-by-people:grasshopper,nonvisual,Is it hunted by people?,grasshopper,grasshopper_2.wav,mask,no,no,593.769825398,1
MWPR137,137,2016_Jan_28_1545,LL-Jerry,0,practice,4,is-it-black:penguin,visual,Is it black?,penguin,penguin_3.wav,nomask,yes,yes,701.866747753,1
MWPR137,137,2016_Jan_28_1545,LL-Jerry,0,practice,5,is-it-furniture:chair,nonvisual,Is it furniture?,chair,chair_1.wav,nomask,yes,yes,243.895459564,1
MWPR137,137,2016_Jan_28_1545,LL-Jerry,0,practice,6,does-it-have-warts:tiger,visual,Does it have warts?,tiger,tiger_2.wav,nomask,no,no,891.594833796,1
MWPR137,137,2016_Jan_28_1545,LL-Jerry,0,practice,7,does-it-live-in-zoos:rabbit,nonvisual,Does it live in zoos?,rabbit,rabbit_1.wav,mask,no,no,317.95272314,1
MWPR137,137,2016_Jan_28_1545,LL-Jerry,1,test,9,is-it-a-fruit:strawberry,nonvisual,Is it a fruit?,strawberry,strawberry_2.wav,nomask,yes,yes,43.0036970065,1
MWPR137,137,2016_Jan_28_1545,LL-Jerry,1,test,10,does-it-have-stripes:raccoon,visual,Does it have stripes?,raccoon,raccoon_1.wav,nomask,yes,no,345.369140407,0
MWPR137,137,2016_Jan_28_1545,LL-Jerry,1,test,11,is-it-long:banana,visual,Is it long?,banana,banana_1.wav,nomask,yes,yes,528.41316838,1
MWPR137,137,2016_Jan_28_1545,LL-Jerry,1,test,12,does-it-live-in-swamps:alligator,nonvisual,Does it live in swamps?,alligator,alligator_3.wav,mask,yes,yes,582.349118959,1
MWPR137,137,2016_Jan_28_1545,LL-Jerry,1,test,13,is-it-used-for-sitting-on:tiger,nonvisual,Is it used for sitting on?,tiger,tiger_1.wav,nomask,no,no,692.86205848,1
MWPR137,137,2016_Jan_28_1545,LL-Jerry,1,test,14,is-it-tall:jacket,visual,Is it tall?,jacket,jacket_4.wav,nomask,no,no,452.138021545,1
MWPR137,137,2016_Jan_28_1545,LL-Jerry,1,test,15,does-it-have-a-tail:donkey,visual,Does it have a tail?,donkey,donkey_2.wav,mask,yes,yes,520.128034826,1
MWPR137,137,2016_Jan_28_1545,LL-Jerry,1,test,16,is-it-used-for-eating-on:zebra,nonvisual,Is it used for eating on?,zebra,zebra_1.wav,mask,no,no,94.9045340312,1
MWPR137,137,2016_Jan_28_1545,LL-Jerry,1,test,17,is-it-juicy:pineapple,nonvisual,Is it juicy?,pineapple,pineapple_2.wav,mask,yes,yes,484.342621188,1
MWPR137,137,2016_Jan_28_1545,LL-Jerry,1,test,18,does-it-have-warts:toad,visual,Does it have warts?,toad,toad_3.wav,mask,yes,yes,514.277803566,1
MWPR137,137,2016_Jan_28_1545,LL-Jerry,1,test,19,is-it-timid:deer,nonvisual,Is it timid?,deer,deer_4.wav,mask,yes,yes,1048.65483411,1
MWPR137,137,2016_Jan_28_1545,LL-Jerry,1,test,20,does-it-have-legs:table,visual,Does it have legs?,table,table_2.wav,mask,yes,yes,766.08357473,1
MWPR137,137,2016_Jan_28_1545,LL-Jerry,1,test,21,is-it-an-animal:dog,nonvisual,Is it an animal?,dog,dog_1.wav,nomask,yes,yes,484.111518337,1
MWPR137,137,2016_Jan_28_1545,LL-Jerry,1,test,22,is-it-a-carnivore:lion,nonvisual,Is it a carnivore?,lion,lion_1.wav,mask,yes,yes,247.616151588,1
MWPR137,137,2016_Jan_28_1545,LL-Jerry,1,test,23,does-it-have-green-leaves:strawberry,visual,Does it have green leaves?,strawberry,strawberry_2.wav,nomask,yes,yes,463.923627227,1
MWPR137,137,2016_Jan_28_1545,LL-Jerry,1,test,24,is-it-like-a-horse:donkey,nonvisual,Is it like a horse?,donkey,donkey_4.wav,nomask,yes,yes,280.796056526,1
MWPR137,137,2016_Jan_28_1545,LL-Jerry,1,test,25,is-it-an-animal:elephant,nonvisual,Is it an animal?,elephant,elephant_3.wav,mask,yes,yes,356.768080921,1
MWPR137,137,2016_Jan_28_1545,LL-Jerry,1,test,26,is-it-used-for-transportation:train,nonvisual,Is it used for transportation?,train,train_3.wav,mask,yes,yes,117.126258345,1
MWPR137,137,2016_Jan_28_1545,LL-Jerry,1,test,27,is-it-unable-to-fly:penguin,nonvisual,Is it unable to fly?,penguin,penguin_4.wav,nomask,yes,yes,955.591760954,1
MWPR137,137,2016_Jan_28_1545,LL-Jerry,1,test,28,does-it-have-legs:dog,visual,Does it have legs?,dog,dog_4.wav,nomask,yes,yes,521.103980282,1
MWPR137,137,2016_Jan_28_1545,LL-Jerry,1,test,29,does-it-have-green-leaves:raccoon,visual,Does it have green leaves?,raccoon,raccoon_3.wav,nomask,no,no,278.928028427,1
MWPR137,137,2016_Jan_28_1545,LL-Jerry,1,test,30,is-it-muddy:pig,visual,Is it muddy?,pig,pig_1.wav,mask,yes,yes,249.73032665,1
MWPR137,137,2016_Jan_28_1545,LL-Jerry,1,test,31,does-it-have-a-white-tail:mouse,visual,Does it have a white tail?,mouse,mouse_3.wav,mask,yes,yes,910.815101706,1
MWPR137,137,2016_Jan_28_1545,LL-Jerry,1,test,32,does-it-make-noises:rabbit,nonvisual,Does it make noises?,rabbit,rabbit_2.wav,nomask,yes,yes,782.9371189,1
